time,close
01-07-13,87.793
01-08-13,87.051
01-09-13,87.878
01-10-13,88.7795
01-11-13,89.183
01-14-13,89.477
01-15-13,88.794
01-16-13,88.3815
01-17-13,89.879
01-18-13,90.082
01-21-13,89.605
01-22-13,88.7075
01-23-13,88.614
01-24-13,90.3265
01-25-13,90.878
01-28-13,90.855
01-29-13,90.7225
01-30-13,91.0865
01-31-13,91.712
02-01-13,92.828
02-04-13,92.38
02-05-13,93.6345
02-06-13,93.618
02-07-13,93.6285
02-08-13,92.6515
02-11-13,94.316
02-12-13,93.479
02-13-13,93.389
02-14-13,92.8765
02-15-13,93.501
02-18-13,93.9545
02-19-13,93.5725
02-20-13,93.565
02-21-13,93.1155
02-22-13,93.414
02-25-13,91.82
02-26-13,91.979
02-27-13,92.2345
02-28-13,92.5605
03-01-13,93.5885
03-04-13,93.4835
03-05-13,93.2915
03-06-13,94.0685
03-07-13,94.822
03-08-13,96.003
03-11-13,96.2815
03-12-13,96.083
03-13-13,96.123
03-14-13,96.114
03-15-13,95.272
03-18-13,95.2135
03-19-13,95.1635
03-20-13,96.0145
03-21-13,94.907
03-22-13,94.468
03-25-13,94.1685
03-26-13,94.4445
03-27-13,94.454
03-28-13,94.147
03-29-13,94.208
04-01-13,93.233
04-02-13,93.4405
04-03-13,93.043
04-04-13,96.336
04-05-13,97.56
04-08-13,99.3565
04-09-13,99.024
04-10-13,99.772
04-11-13,99.6755
04-12-13,98.404
04-15-13,96.7645
04-16-13,97.5345
04-17-13,98.115
04-18-13,98.171
04-19-13,99.5205
04-22-13,99.2335
04-23-13,99.476
04-24-13,99.5165
04-25-13,99.254
04-26-13,98.0465
04-29-13,97.7555
04-30-13,97.454
05-01-13,97.3915
05-02-13,97.932
05-03-13,98.9985
05-06-13,99.326
05-07-13,98.9965
05-08-13,99.005
05-09-13,100.5945
05-10-13,101.618
05-13-13,101.8275
05-14-13,102.4135
05-15-13,102.2505
05-16-13,102.2595
05-17-13,103.2215
05-20-13,102.271
05-21-13,102.494
05-22-13,103.1585
05-23-13,102.013
05-24-13,101.2815
05-27-13,100.957
05-28-13,102.3725
05-29-13,101.1605
05-30-13,100.732
05-31-13,100.455
06-03-13,99.528
06-04-13,100.0215
06-05-13,99.0555
06-06-13,96.971
06-07-13,97.5585
06-10-13,98.766
06-11-13,96.0275
06-12-13,96.0215
06-13-13,95.3685
06-14-13,94.091
06-17-13,94.507
06-18-13,95.328
06-19-13,96.449
06-20-13,97.287
06-21-13,97.8985
06-24-13,97.733
06-25-13,97.8145
06-26-13,97.728
06-27-13,98.3485
06-28-13,99.1375
07-01-13,99.658
07-02-13,100.627
07-03-13,99.9125
07-04-13,100.034
07-05-13,101.189
07-08-13,100.9685
07-09-13,101.149
07-10-13,99.6855
07-11-13,98.9625
07-12-13,99.214
07-15-13,99.861
07-16-13,99.0985
07-17-13,99.5845
07-18-13,100.4215
07-19-13,100.607
07-22-13,99.663
07-23-13,99.4285
07-24-13,100.265
07-25-13,99.2815
07-26-13,98.272
07-29-13,97.9525
07-30-13,98.0315
07-31-13,97.8745
08-01-13,99.5425
08-02-13,98.9515
08-05-13,98.2985
08-06-13,97.742
08-07-13,96.3355
08-08-13,96.669
08-09-13,96.2145
08-12-13,96.903
08-13-13,98.2045
08-14-13,98.1385
08-15-13,97.3675
08-16-13,97.5265
08-19-13,97.5545
08-20-13,97.271
08-21-13,97.6795
08-22-13,98.719
08-23-13,98.7365
08-26-13,98.514
08-27-13,97.031
08-28-13,97.6375
08-29-13,98.346
08-30-13,98.17
09-02-13,99.3345
09-03-13,99.57
09-04-13,99.737
09-05-13,100.107
09-06-13,99.109
09-09-13,99.5765
09-10-13,100.3865
09-11-13,99.8905
09-12-13,99.537
09-13-13,99.3745
09-16-13,99.0725
09-17-13,99.127
09-18-13,97.9355
09-19-13,99.4515
09-20-13,99.353
09-23-13,98.845
09-24-13,98.745
09-25-13,98.4345
09-26-13,98.987
09-27-13,98.2545
09-30-13,98.269
10-01-13,97.9945
10-02-13,97.357
10-03-13,97.267
10-04-13,97.4715
10-07-13,96.706
10-08-13,96.88
10-09-13,97.3455
10-10-13,98.161
10-11-13,98.5775
10-14-13,98.5715
10-15-13,98.162
10-16-13,98.7685
10-17-13,97.9135
10-18-13,97.713
10-21-13,98.189
10-22-13,98.139
10-23-13,97.3745
10-24-13,97.2815
10-25-13,97.408
10-28-13,97.675
10-29-13,98.184
10-30-13,98.5115
10-31-13,98.3545
11-01-13,98.6675
11-04-13,98.6025
11-05-13,98.501
11-06-13,98.6585
11-07-13,98.086
11-08-13,99.049
11-11-13,99.159
11-12-13,99.635
11-13-13,99.245
11-14-13,100.0125
11-15-13,100.1805
11-18-13,99.993
11-19-13,100.134
11-20-13,100.0335
11-21-13,101.1545
11-22-13,101.2785
11-25-13,101.6765
11-26-13,101.2875
11-27-13,102.1605
11-28-13,102.328
11-29-13,102.4465
12-02-13,102.937
12-03-13,102.5105
12-04-13,102.356
12-05-13,101.786
12-06-13,102.912
12-09-13,103.277
12-10-13,102.845
12-11-13,102.4255
12-12-13,103.379
12-13-13,103.2555
12-16-13,103.013
12-17-13,102.6685
12-18-13,104.292
12-19-13,104.2395
12-20-13,104.08
12-23-13,104.1035
12-24-13,104.243
12-26-13,104.8035
12-27-13,105.1605
12-30-13,105.141
12-31-13,105.257
01-02-14,104.8095
01-03-14,104.851
01-06-14,104.217
01-07-14,104.601
01-08-14,104.8575
01-09-14,104.8125
01-10-14,104.178
01-13-14,102.9995
01-14-14,104.2125
01-15-14,104.5565
01-16-14,104.3495
01-17-14,104.332
01-20-14,104.1775
01-21-14,104.3025
01-22-14,104.5145
01-23-14,103.255
01-24-14,102.395
01-27-14,102.549
01-28-14,102.944
01-29-14,102.2855
01-30-14,102.7185
01-31-14,102.017
02-03-14,100.986
02-04-14,101.646
02-05-14,101.4495
02-06-14,102.1035
02-07-14,102.374
02-10-14,102.265
02-11-14,102.6285
02-12-14,102.536
02-13-14,102.1675
02-14-14,101.806
02-17-14,101.9165
02-18-14,102.359
02-19-14,102.3025
02-20-14,102.2725
02-21-14,102.4775
02-24-14,102.4935
02-25-14,102.235
02-26-14,102.3745
02-27-14,102.1215
02-28-14,101.783
03-03-14,101.451
03-04-14,102.202
03-05-14,102.3045
03-06-14,103.077
03-07-14,103.245
03-10-14,103.269
03-11-14,103.02
03-12-14,102.756
03-13-14,101.838
03-14-14,101.3595
03-17-14,101.769
03-18-14,101.437
03-19-14,102.3275
03-20-14,102.392
03-21-14,102.254
03-24-14,102.247
03-25-14,102.26
03-26-14,102.043
03-27-14,102.1855
03-28-14,102.809
03-31-14,103.2235
04-01-14,103.6605
04-02-14,103.875
04-03-14,103.9335
04-04-14,103.294
04-07-14,103.0995
04-08-14,101.8065
04-09-14,101.997
04-10-14,101.5315
04-11-14,101.6115
04-14-14,101.852
04-15-14,101.9145
04-16-14,102.234
04-17-14,102.3855
04-18-14,102.4175
04-21-14,102.6025
04-22-14,102.6165
04-23-14,102.538
04-24-14,102.306
04-25-14,102.1925
04-28-14,102.4895
04-29-14,102.639
04-30-14,102.239
05-01-14,102.3265
05-02-14,102.218
05-05-14,102.142
05-06-14,101.6865
05-07-14,101.902
05-08-14,101.6575
05-09-14,101.8485
05-12-14,102.125
05-13-14,102.2625
05-14-14,101.898
05-15-14,101.5795
05-16-14,101.5135
05-19-14,101.4985
05-20-14,101.3255
05-21-14,101.359
05-22-14,101.7345
05-23-14,101.9725
05-26-14,101.937
05-27-14,101.963
05-28-14,101.8425
05-29-14,101.7905
05-30-14,101.744
06-02-14,102.376
06-03-14,102.5105
06-04-14,102.7465
06-05-14,102.4095
06-06-14,102.4755
06-09-14,102.5305
06-10-14,102.3535
06-11-14,102.069
06-12-14,101.6985
06-13-14,102.0255
06-16-14,101.8395
06-17-14,102.1425
06-18-14,101.9295
06-19-14,101.941
06-20-14,102.0775
06-23-14,101.932
06-24-14,101.9845
06-25-14,101.8665
06-26-14,101.729
06-27-14,101.473
06-30-14,101.325
07-01-14,101.525
07-02-14,101.777
07-03-14,102.194
07-04-14,102.076
07-07-14,101.8605
07-08-14,101.569
07-09-14,101.6365
07-10-14,101.3395
07-11-14,101.333
07-14-14,101.5385
07-15-14,101.6815
07-16-14,101.681
07-17-14,101.177
07-18-14,101.3285
07-21-14,101.3955
07-22-14,101.4625
07-23-14,101.479
07-24-14,101.814
07-25-14,101.832
07-28-14,101.861
07-29-14,102.119
07-30-14,102.792
07-31-14,102.795
08-01-14,102.611
08-04-14,102.578
08-05-14,102.596
08-06-14,102.097
08-07-14,102.096
08-08-14,102.0245
08-11-14,102.192
08-12-14,102.2565
08-13-14,102.416
08-14-14,102.451
08-15-14,102.355
08-18-14,102.57
08-19-14,102.9135
08-20-14,103.7595
08-21-14,103.8475
08-22-14,103.9455
08-25-14,104.0555
08-26-14,104.0645
08-27-14,103.8795
08-28-14,103.7255
08-29-14,104.083
09-01-14,104.3505
09-02-14,105.0925
09-03-14,104.796
09-04-14,105.261
09-05-14,105.0835
09-08-14,106.031
09-09-14,106.2035
09-10-14,106.8595
09-11-14,107.1005
09-12-14,107.3505
09-15-14,107.1855
09-16-14,107.129
09-17-14,108.373
09-18-14,108.685
09-19-14,109.0375
09-22-14,108.8405
09-23-14,108.884
09-24-14,109.044
09-25-14,108.7515
09-26-14,109.2885
09-29-14,109.4865
09-30-14,109.6515
10-01-14,108.888
10-02-14,108.4195
10-03-14,109.762
10-06-14,108.7815
10-07-14,108.026
10-08-14,108.0745
10-09-14,107.839
10-10-14,107.651
10-13-14,106.8405
10-14-14,107.0545
10-15-14,105.9295
10-16-14,106.325
10-17-14,106.892
10-20-14,106.946
10-21-14,106.9975
10-22-14,107.133
10-23-14,108.271
10-24-14,108.1565
10-27-14,107.8185
10-28-14,108.163
10-29-14,108.897
10-30-14,109.211
10-31-14,112.3345
11-03-14,114.0505
11-04-14,113.5985
11-05-14,114.641
11-06-14,115.2005
11-07-14,114.5955
11-10-14,114.855
11-11-14,115.7745
11-12-14,115.4625
11-13-14,115.7665
11-14-14,116.276
11-17-14,116.624
11-18-14,116.853
11-19-14,117.967
11-20-14,118.229
11-21-14,117.866
11-24-14,118.2755
11-25-14,117.9725
11-26-14,117.743
11-27-14,117.716
11-28-14,118.617
12-01-14,118.4025
12-02-14,119.216
12-03-14,119.793
12-04-14,119.7845
12-05-14,121.4745
12-08-14,120.6895
12-09-14,119.694
12-10-14,117.821
12-11-14,118.646
12-12-14,118.807
12-15-14,117.8095
12-16-14,116.412
12-17-14,118.6385
12-18-14,118.841
12-19-14,119.513
12-22-14,120.037
12-23-14,120.6895
12-24-14,120.46
12-26-14,120.3795
12-29-14,120.673
12-30-14,119.472
12-31-14,119.8845
01-02-15,120.495
01-05-15,119.6355
01-06-15,118.384
01-07-15,119.259
01-08-15,119.658
01-09-15,118.543
01-12-15,118.357
01-13-15,117.922
01-14-15,117.338
01-15-15,116.163
01-16-15,117.624
01-19-15,117.5575
01-20-15,118.8145
01-21-15,117.952
01-22-15,118.502
01-23-15,117.799
01-26-15,118.4555
01-27-15,117.8645
01-28-15,117.536
01-29-15,118.291
01-30-15,117.535
02-02-15,117.5985
02-03-15,117.569
02-04-15,117.262
02-05-15,117.5295
02-06-15,119.134
02-09-15,118.633
02-10-15,119.423
02-11-15,120.4615
02-12-15,119.109
02-13-15,118.799
02-16-15,118.4805
02-17-15,119.2415
02-18-15,118.7855
02-19-15,118.943
02-20-15,119.011
02-23-15,118.813
02-24-15,118.9805
02-25-15,118.866
02-26-15,119.4185
02-27-15,119.606
03-02-15,120.1315
03-03-15,119.7255
03-04-15,119.691
03-05-15,120.134
03-06-15,120.827
03-09-15,121.148
03-10-15,121.146
03-11-15,121.4515
03-12-15,121.284
03-13-15,121.3845
03-16-15,121.3405
03-17-15,121.3725
03-18-15,120.118
03-19-15,120.774
03-20-15,120.0695
03-23-15,119.7245
03-24-15,119.7525
03-25-15,119.4935
03-26-15,119.189
03-27-15,119.1265
03-30-15,120.0675
03-31-15,120.142
04-01-15,119.752
04-02-15,119.7235
04-03-15,118.992
04-06-15,119.536
04-07-15,120.2665
04-08-15,120.1315
04-09-15,120.58
04-10-15,120.198
04-13-15,120.1415
04-14-15,119.397
04-15-15,119.1395
04-16-15,119.003
04-17-15,118.919
04-20-15,119.1875
04-21-15,119.6645
04-22-15,119.908
04-23-15,119.5855
04-24-15,118.966
04-27-15,119.0395
04-28-15,118.8755
04-29-15,119.0165
04-30-15,119.3725
05-01-15,120.21
05-04-15,120.1215
05-05-15,119.8615
05-06-15,119.4615
05-07-15,119.7445
05-08-15,119.794
05-11-15,120.082
05-12-15,119.863
05-13-15,119.149
05-14-15,119.17
05-15-15,119.348
05-18-15,119.9845
05-19-15,120.685
05-20-15,121.3635
05-21-15,121.0235
05-22-15,121.5345
05-25-15,121.559
05-26-15,123.121
05-27-15,123.664
05-28-15,123.951
05-29-15,124.146
06-01-15,124.789
06-02-15,124.114
06-03-15,124.2285
06-04-15,124.3685
06-05-15,125.599
06-08-15,124.4905
06-09-15,124.352
06-10-15,122.6735
06-11-15,123.429
06-12-15,123.407
06-15-15,123.3945
06-16-15,123.355
06-17-15,123.442
06-18-15,122.9555
06-19-15,122.709
06-22-15,123.3675
06-23-15,123.9445
06-24-15,123.849
06-25-15,123.6205
06-26-15,123.846
06-29-15,122.5445
06-30-15,122.499
07-01-15,123.175
07-02-15,123.0615
07-03-15,122.771
07-06-15,122.571
07-07-15,122.5285
07-08-15,120.7
07-09-15,121.3385
07-10-15,122.798
07-13-15,123.4305
07-14-15,123.388
07-15-15,123.7675
07-16-15,124.146
07-17-15,124.064
07-20-15,124.282
07-21-15,123.888
07-22-15,123.9645
07-23-15,123.909
07-24-15,123.8035
07-27-15,123.2505
07-28-15,123.5545
07-29-15,123.941
07-30-15,124.145
07-31-15,123.859
08-03-15,124.035
08-04-15,124.3805
08-05-15,124.8685
08-06-15,124.734
08-07-15,124.2175
08-10-15,124.627
08-11-15,125.1245
08-12-15,124.2105
08-13-15,124.4325
08-14-15,124.333
08-17-15,124.3875
08-18-15,124.4095
08-19-15,123.797
08-20-15,123.4045
08-21-15,122.031
08-24-15,118.429
08-25-15,118.872
08-26-15,119.911
08-27-15,121.0255
08-28-15,121.73
08-31-15,121.2255
09-01-15,119.38
09-02-15,120.334
09-03-15,120.059
09-04-15,119.018
09-07-15,119.2775
09-08-15,119.815
09-09-15,120.5015
09-10-15,120.6225
09-11-15,120.579
09-14-15,120.235
09-15-15,120.4195
09-16-15,120.5645
09-17-15,120.005
09-18-15,119.9855
09-21-15,120.5585
09-22-15,120.161
09-23-15,120.274
09-24-15,120.0595
09-25-15,120.6005
09-28-15,119.9245
09-29-15,119.739
09-30-15,119.8815
10-01-15,119.9245
10-02-15,119.9355
10-05-15,120.463
10-06-15,120.2275
10-07-15,120.0135
10-08-15,119.934
10-09-15,120.223
10-12-15,120.035
10-13-15,119.7425
10-14-15,118.834
10-15-15,118.8955
10-16-15,119.4505
10-19-15,119.499
10-20-15,119.842
10-21-15,119.927
10-22-15,120.6935
10-23-15,121.467
10-26-15,121.0955
10-27-15,120.459
10-28-15,121.09
10-29-15,121.1255
10-30-15,120.6125
11-02-15,120.755
11-03-15,121.076
11-04-15,121.551
11-05-15,121.75
11-06-15,123.126
11-09-15,123.174
11-10-15,123.165
11-11-15,122.8575
11-12-15,122.616
11-13-15,122.6195
11-16-15,123.1785
11-17-15,123.4395
11-18-15,123.643
11-19-15,122.8655
11-20-15,122.795
11-23-15,122.8395
11-24-15,122.532
11-25-15,122.7225
11-26-15,122.5885
11-27-15,122.778
11-30-15,123.113
12-01-15,122.8805
12-02-15,123.243
12-03-15,122.609
12-04-15,123.1185
12-07-15,123.3695
12-08-15,122.93
12-09-15,121.4385
12-10-15,121.564
12-11-15,121.008
12-14-15,121.0385
12-15-15,121.6765
12-16-15,122.2075
12-17-15,122.556
12-18-15,121.163
12-21-15,121.1835
12-22-15,121.0665
12-23-15,120.9185
12-24-15,120.283
12-28-15,120.393
12-29-15,120.4605
12-30-15,120.532
12-31-15,120.2065
01-04-16,119.4405
01-05-16,119.0605
01-06-16,118.4755
