xauusd-close,vix-close,dxy-close,eurusd-close,futures-close,usd-jpy close,etfs,DFII10,DFF,cpi,GPR,nfp,pce,un-rate,rsi_7,rsi_14,rsi_21,rsi_28,atr_14,ema_20,ema_50,macd_line,macd_signal,macd_histogram,bb_upper,bb_lower,bb_bandwidth,bb_percent_b,stoch_k,stoch_d,williams_r,roc_10,roc_20,cci,sma_20,sma_50,sma_200,price_sma20_pct,price_sma50_pct,price_ema20_pct,sma_20_50_cross,ema_20_50_cross,psar,psar_trend,std_10,std_20,momentum_10,momentum_20,tema
"4,110.34",19.03,98.874,1.15705,4142.4,152.469,23.78,1.8,4.1,323.364,119.51,"159,540",127.285,4.3,82.08,81.12,79.07,76.36,65.886,3826.36,3677.277,126.151,110.972,15.179,4109.518,3814.303,12.92,1,98.23,87.88,-1.443,7.21,11.73,145.22,3730.841,3515.155,2957.976,10.17,16.93,7.42,215.686,149.083,3923.143,1,82.788,134.108,276.455,431.545,4082.184
