time,GPR
08-30-14,136.45
08-31-14,136.45
09-01-14,131.56
09-02-14,131.56
09-03-14,131.56
09-04-14,131.56
09-05-14,131.56
09-06-14,131.56
09-07-14,131.56
09-08-14,131.56
09-09-14,131.56
09-10-14,131.56
09-11-14,131.56
09-12-14,131.56
09-13-14,131.56
09-14-14,131.56
09-15-14,131.56
09-16-14,131.56
09-17-14,131.56
09-18-14,131.56
09-19-14,131.56
09-20-14,131.56
09-21-14,131.56
09-22-14,131.56
09-23-14,131.56
09-24-14,131.56
09-25-14,131.56
09-26-14,131.56
09-27-14,131.56
09-28-14,131.56
09-29-14,131.56
09-30-14,131.56
10-01-14,83.66
10-02-14,83.66
10-03-14,83.66
10-04-14,83.66
10-05-14,83.66
10-06-14,83.66
10-07-14,83.66
10-08-14,83.66
10-09-14,83.66
10-10-14,83.66
10-11-14,83.66
10-12-14,83.66
10-13-14,83.66
10-14-14,83.66
10-15-14,83.66
10-16-14,83.66
10-17-14,83.66
10-18-14,83.66
10-19-14,83.66
10-20-14,83.66
10-21-14,83.66
10-22-14,83.66
10-23-14,83.66
10-24-14,83.66
10-25-14,83.66
10-26-14,83.66
10-27-14,83.66
10-28-14,83.66
10-29-14,83.66
10-30-14,83.66
10-31-14,83.66
11-01-14,84.38
11-02-14,84.38
11-03-14,84.38
11-04-14,84.38
11-05-14,84.38
11-06-14,84.38
11-07-14,84.38
11-08-14,84.38
11-09-14,84.38
11-10-14,84.38
11-11-14,84.38
11-12-14,84.38
11-13-14,84.38
11-14-14,84.38
11-15-14,84.38
11-16-14,84.38
11-17-14,84.38
11-18-14,84.38
11-19-14,84.38
11-20-14,84.38
11-21-14,84.38
11-22-14,84.38
11-23-14,84.38
11-24-14,84.38
11-25-14,84.38
11-26-14,84.38
11-27-14,84.38
11-28-14,84.38
11-29-14,84.38
11-30-14,84.38
12-01-14,86.53
12-02-14,86.53
12-03-14,86.53
12-04-14,86.53
12-05-14,86.53
12-06-14,86.53
12-07-14,86.53
12-08-14,86.53
12-09-14,86.53
12-10-14,86.53
12-11-14,86.53
12-12-14,86.53
12-13-14,86.53
12-14-14,86.53
12-15-14,86.53
12-16-14,86.53
12-17-14,86.53
12-18-14,86.53
12-19-14,86.53
12-20-14,86.53
12-21-14,86.53
12-22-14,86.53
12-23-14,86.53
12-24-14,86.53
12-25-14,86.53
12-26-14,86.53
12-27-14,86.53
12-28-14,86.53
12-29-14,86.53
12-30-14,86.53
12-31-14,86.53
01-01-15,111.99
01-02-15,111.99
01-03-15,111.99
01-04-15,111.99
01-05-15,111.99
01-06-15,111.99
01-07-15,111.99
01-08-15,111.99
01-09-15,111.99
01-10-15,111.99
01-11-15,111.99
01-12-15,111.99
01-13-15,111.99
01-14-15,111.99
01-15-15,111.99
01-16-15,111.99
01-17-15,111.99
01-18-15,111.99
01-19-15,111.99
01-20-15,111.99
01-21-15,111.99
01-22-15,111.99
01-23-15,111.99
01-24-15,111.99
01-25-15,111.99
01-26-15,111.99
01-27-15,111.99
01-28-15,111.99
01-29-15,111.99
01-30-15,111.99
01-31-15,111.99
02-01-15,111.92
02-02-15,111.92
02-03-15,111.92
02-04-15,111.92
02-05-15,111.92
02-06-15,111.92
02-07-15,111.92
02-08-15,111.92
02-09-15,111.92
02-10-15,111.92
02-11-15,111.92
02-12-15,111.92
02-13-15,111.92
02-14-15,111.92
02-15-15,111.92
02-16-15,111.92
02-17-15,111.92
02-18-15,111.92
02-19-15,111.92
02-20-15,111.92
02-21-15,111.92
02-22-15,111.92
02-23-15,111.92
02-24-15,111.92
02-25-15,111.92
02-26-15,111.92
02-27-15,111.92
02-28-15,111.92
03-01-15,104.24
03-02-15,104.24
03-03-15,104.24
03-04-15,104.24
03-05-15,104.24
03-06-15,104.24
03-07-15,104.24
03-08-15,104.24
03-09-15,104.24
03-10-15,104.24
03-11-15,104.24
03-12-15,104.24
03-13-15,104.24
03-14-15,104.24
03-15-15,104.24
03-16-15,104.24
03-17-15,104.24
03-18-15,104.24
03-19-15,104.24
03-20-15,104.24
03-21-15,104.24
03-22-15,104.24
03-23-15,104.24
03-24-15,104.24
03-25-15,104.24
03-26-15,104.24
03-27-15,104.24
03-28-15,104.24
03-29-15,104.24
03-30-15,104.24
03-31-15,104.24
04-01-15,102.19
04-02-15,102.19
04-03-15,102.19
04-04-15,102.19
04-05-15,102.19
04-06-15,102.19
04-07-15,102.19
04-08-15,102.19
04-09-15,102.19
04-10-15,102.19
04-11-15,102.19
04-12-15,102.19
04-13-15,102.19
04-14-15,102.19
04-15-15,102.19
04-16-15,102.19
04-17-15,102.19
04-18-15,102.19
04-19-15,102.19
04-20-15,102.19
04-21-15,102.19
04-22-15,102.19
04-23-15,102.19
04-24-15,102.19
04-25-15,102.19
04-26-15,102.19
04-27-15,102.19
04-28-15,102.19
04-29-15,102.19
04-30-15,102.19
05-01-15,76.26
05-02-15,76.26
05-03-15,76.26
05-04-15,76.26
05-05-15,76.26
05-06-15,76.26
05-07-15,76.26
05-08-15,76.26
05-09-15,76.26
05-10-15,76.26
05-11-15,76.26
05-12-15,76.26
05-13-15,76.26
05-14-15,76.26
05-15-15,76.26
05-16-15,76.26
05-17-15,76.26
05-18-15,76.26
05-19-15,76.26
05-20-15,76.26
05-21-15,76.26
05-22-15,76.26
05-23-15,76.26
05-24-15,76.26
05-25-15,76.26
05-26-15,76.26
05-27-15,76.26
05-28-15,76.26
05-29-15,76.26
05-30-15,76.26
05-31-15,76.26
06-01-15,85.91
06-02-15,85.91
06-03-15,85.91
06-04-15,85.91
06-05-15,85.91
06-06-15,85.91
06-07-15,85.91
06-08-15,85.91
06-09-15,85.91
06-10-15,85.91
06-11-15,85.91
06-12-15,85.91
06-13-15,85.91
06-14-15,85.91
06-15-15,85.91
06-16-15,85.91
06-17-15,85.91
06-18-15,85.91
06-19-15,85.91
06-20-15,85.91
06-21-15,85.91
06-22-15,85.91
06-23-15,85.91
06-24-15,85.91
06-25-15,85.91
06-26-15,85.91
06-27-15,85.91
06-28-15,85.91
06-29-15,85.91
06-30-15,85.91
07-01-15,106.81
07-02-15,106.81
07-03-15,106.81
07-04-15,106.81
07-05-15,106.81
07-06-15,106.81
07-07-15,106.81
07-08-15,106.81
07-09-15,106.81
07-10-15,106.81
07-11-15,106.81
07-12-15,106.81
07-13-15,106.81
07-14-15,106.81
07-15-15,106.81
07-16-15,106.81
07-17-15,106.81
07-18-15,106.81
07-19-15,106.81
07-20-15,106.81
07-21-15,106.81
07-22-15,106.81
07-23-15,106.81
07-24-15,106.81
07-25-15,106.81
07-26-15,106.81
07-27-15,106.81
07-28-15,106.81
07-29-15,106.81
07-30-15,106.81
07-31-15,106.81
08-01-15,82.48
08-02-15,82.48
08-03-15,82.48
08-04-15,82.48
08-05-15,82.48
08-06-15,82.48
08-07-15,82.48
08-08-15,82.48
08-09-15,82.48
08-10-15,82.48
08-11-15,82.48
08-12-15,82.48
08-13-15,82.48
08-14-15,82.48
08-15-15,82.48
08-16-15,82.48
08-17-15,82.48
08-18-15,82.48
08-19-15,82.48
08-20-15,82.48
08-21-15,82.48
08-22-15,82.48
08-23-15,82.48
08-24-15,82.48
08-25-15,82.48
08-26-15,82.48
08-27-15,82.48
08-28-15,82.48
08-29-15,82.48
08-30-15,82.48
08-31-15,82.48
09-01-15,98.77
09-02-15,98.77
09-03-15,98.77
09-04-15,98.77
09-05-15,98.77
09-06-15,98.77
09-07-15,98.77
09-08-15,98.77
09-09-15,98.77
09-10-15,98.77
09-11-15,98.77
09-12-15,98.77
09-13-15,98.77
09-14-15,98.77
09-15-15,98.77
09-16-15,98.77
09-17-15,98.77
09-18-15,98.77
09-19-15,98.77
09-20-15,98.77
09-21-15,98.77
09-22-15,98.77
09-23-15,98.77
09-24-15,98.77
09-25-15,98.77
09-26-15,98.77
09-27-15,98.77
09-28-15,98.77
09-29-15,98.77
09-30-15,98.77
10-01-15,91.93
10-02-15,91.93
10-03-15,91.93
10-04-15,91.93
10-05-15,91.93
10-06-15,91.93
10-07-15,91.93
10-08-15,91.93
10-09-15,91.93
10-10-15,91.93
10-11-15,91.93
10-12-15,91.93
10-13-15,91.93
10-14-15,91.93
10-15-15,91.93
10-16-15,91.93
10-17-15,91.93
10-18-15,91.93
10-19-15,91.93
10-20-15,91.93
10-21-15,91.93
10-22-15,91.93
10-23-15,91.93
10-24-15,91.93
10-25-15,91.93
10-26-15,91.93
10-27-15,91.93
10-28-15,91.93
10-29-15,91.93
10-30-15,91.93
10-31-15,91.93
11-01-15,150.72
11-02-15,150.72
11-03-15,150.72
11-04-15,150.72
11-05-15,150.72
11-06-15,150.72
11-07-15,150.72
11-08-15,150.72
11-09-15,150.72
11-10-15,150.72
11-11-15,150.72
11-12-15,150.72
11-13-15,150.72
11-14-15,150.72
11-15-15,150.72
11-16-15,150.72
11-17-15,150.72
11-18-15,150.72
11-19-15,150.72
11-20-15,150.72
11-21-15,150.72
11-22-15,150.72
11-23-15,150.72
11-24-15,150.72
11-25-15,150.72
11-26-15,150.72
11-27-15,150.72
11-28-15,150.72
11-29-15,150.72
11-30-15,150.72
12-01-15,148.24
12-02-15,148.24
12-03-15,148.24
12-04-15,148.24
12-05-15,148.24
12-06-15,148.24
12-07-15,148.24
12-08-15,148.24
12-09-15,148.24
12-10-15,148.24
12-11-15,148.24
12-12-15,148.24
12-13-15,148.24
12-14-15,148.24
12-15-15,148.24
12-16-15,148.24
12-17-15,148.24
12-18-15,148.24
12-19-15,148.24
12-20-15,148.24
12-21-15,148.24
12-22-15,148.24
12-23-15,148.24
12-24-15,148.24
12-25-15,148.24
12-26-15,148.24
12-27-15,148.24
12-28-15,148.24
12-29-15,148.24
12-30-15,148.24
12-31-15,148.24
01-01-16,118.21
01-02-16,118.21
01-03-16,118.21
01-04-16,118.21
01-05-16,118.21
01-06-16,118.21
01-07-16,118.21
01-08-16,118.21
01-09-16,118.21
01-10-16,118.21
01-11-16,118.21
01-12-16,118.21
01-13-16,118.21
01-14-16,118.21
01-15-16,118.21
01-16-16,118.21
01-17-16,118.21
01-18-16,118.21
01-19-16,118.21
01-20-16,118.21
01-21-16,118.21
01-22-16,118.21
01-23-16,118.21
01-24-16,118.21
01-25-16,118.21
01-26-16,118.21
01-27-16,118.21
01-28-16,118.21
01-29-16,118.21
01-30-16,118.21
01-31-16,118.21
02-01-16,103.75
02-02-16,103.75
02-03-16,103.75
02-04-16,103.75
02-05-16,103.75
02-06-16,103.75
02-07-16,103.75
02-08-16,103.75
02-09-16,103.75
02-10-16,103.75
02-11-16,103.75
02-12-16,103.75
02-13-16,103.75
02-14-16,103.75
02-15-16,103.75
02-16-16,103.75
02-17-16,103.75
02-18-16,103.75
02-19-16,103.75
02-20-16,103.75
02-21-16,103.75
02-22-16,103.75
02-23-16,103.75
02-24-16,103.75
02-25-16,103.75
02-26-16,103.75
02-27-16,103.75
02-28-16,103.75
02-29-16,103.75
03-01-16,109.72
03-02-16,109.72
03-03-16,109.72
03-04-16,109.72
03-05-16,109.72
03-06-16,109.72
03-07-16,109.72
03-08-16,109.72
03-09-16,109.72
03-10-16,109.72
03-11-16,109.72
03-12-16,109.72
03-13-16,109.72
03-14-16,109.72
03-15-16,109.72
03-16-16,109.72
03-17-16,109.72
03-18-16,109.72
03-19-16,109.72
03-20-16,109.72
03-21-16,109.72
03-22-16,109.72
03-23-16,109.72
03-24-16,109.72
03-25-16,109.72
03-26-16,109.72
03-27-16,109.72
03-28-16,109.72
03-29-16,109.72
03-30-16,109.72
03-31-16,109.72
04-01-16,85.22
04-02-16,85.22
04-03-16,85.22
04-04-16,85.22
04-05-16,85.22
04-06-16,85.22
04-07-16,85.22
04-08-16,85.22
04-09-16,85.22
04-10-16,85.22
04-11-16,85.22
04-12-16,85.22
04-13-16,85.22
04-14-16,85.22
04-15-16,85.22
04-16-16,85.22
04-17-16,85.22
04-18-16,85.22
04-19-16,85.22
04-20-16,85.22
04-21-16,85.22
04-22-16,85.22
04-23-16,85.22
04-24-16,85.22
04-25-16,85.22
04-26-16,85.22
04-27-16,85.22
04-28-16,85.22
04-29-16,85.22
04-30-16,85.22
05-01-16,88.33
05-02-16,88.33
05-03-16,88.33
05-04-16,88.33
05-05-16,88.33
05-06-16,88.33
05-07-16,88.33
05-08-16,88.33
05-09-16,88.33
05-10-16,88.33
05-11-16,88.33
05-12-16,88.33
05-13-16,88.33
05-14-16,88.33
05-15-16,88.33
05-16-16,88.33
05-17-16,88.33
05-18-16,88.33
05-19-16,88.33
05-20-16,88.33
05-21-16,88.33
05-22-16,88.33
05-23-16,88.33
05-24-16,88.33
05-25-16,88.33
05-26-16,88.33
05-27-16,88.33
05-28-16,88.33
05-29-16,88.33
05-30-16,88.33
05-31-16,88.33
06-01-16,90.17
06-02-16,90.17
06-03-16,90.17
06-04-16,90.17
06-05-16,90.17
06-06-16,90.17
06-07-16,90.17
06-08-16,90.17
06-09-16,90.17
06-10-16,90.17
06-11-16,90.17
06-12-16,90.17
06-13-16,90.17
06-14-16,90.17
06-15-16,90.17
06-16-16,90.17
06-17-16,90.17
06-18-16,90.17
06-19-16,90.17
06-20-16,90.17
06-21-16,90.17
06-22-16,90.17
06-23-16,90.17
06-24-16,90.17
06-25-16,90.17
06-26-16,90.17
06-27-16,90.17
06-28-16,90.17
06-29-16,90.17
06-30-16,90.17
07-01-16,114.61
07-02-16,114.61
07-03-16,114.61
07-04-16,114.61
07-05-16,114.61
07-06-16,114.61
07-07-16,114.61
07-08-16,114.61
07-09-16,114.61
07-10-16,114.61
07-11-16,114.61
07-12-16,114.61
07-13-16,114.61
07-14-16,114.61
07-15-16,114.61
07-16-16,114.61
07-17-16,114.61
07-18-16,114.61
07-19-16,114.61
07-20-16,114.61
07-21-16,114.61
07-22-16,114.61
07-23-16,114.61
07-24-16,114.61
07-25-16,114.61
07-26-16,114.61
07-27-16,114.61
07-28-16,114.61
07-29-16,114.61
07-30-16,114.61
07-31-16,114.61
08-01-16,98.74
08-02-16,98.74
08-03-16,98.74
08-04-16,98.74
08-05-16,98.74
08-06-16,98.74
08-07-16,98.74
08-08-16,98.74
08-09-16,98.74
08-10-16,98.74
08-11-16,98.74
08-12-16,98.74
08-13-16,98.74
08-14-16,98.74
08-15-16,98.74
08-16-16,98.74
08-17-16,98.74
08-18-16,98.74
08-19-16,98.74
08-20-16,98.74
08-21-16,98.74
08-22-16,98.74
08-23-16,98.74
08-24-16,98.74
08-25-16,98.74
08-26-16,98.74
08-27-16,98.74
08-28-16,98.74
08-29-16,98.74
08-30-16,98.74
08-31-16,98.74
09-01-16,104.55
09-02-16,104.55
09-03-16,104.55
09-04-16,104.55
09-05-16,104.55
09-06-16,104.55
09-07-16,104.55
09-08-16,104.55
09-09-16,104.55
09-10-16,104.55
09-11-16,104.55
09-12-16,104.55
09-13-16,104.55
09-14-16,104.55
09-15-16,104.55
09-16-16,104.55
09-17-16,104.55
09-18-16,104.55
09-19-16,104.55
09-20-16,104.55
09-21-16,104.55
09-22-16,104.55
09-23-16,104.55
09-24-16,104.55
09-25-16,104.55
09-26-16,104.55
09-27-16,104.55
09-28-16,104.55
09-29-16,104.55
09-30-16,104.55
10-01-16,85.75
10-02-16,85.75
10-03-16,85.75
10-04-16,85.75
10-05-16,85.75
10-06-16,85.75
10-07-16,85.75
10-08-16,85.75
10-09-16,85.75
10-10-16,85.75
10-11-16,85.75
10-12-16,85.75
10-13-16,85.75
10-14-16,85.75
10-15-16,85.75
10-16-16,85.75
10-17-16,85.75
10-18-16,85.75
10-19-16,85.75
10-20-16,85.75
10-21-16,85.75
10-22-16,85.75
10-23-16,85.75
10-24-16,85.75
10-25-16,85.75
10-26-16,85.75
10-27-16,85.75
10-28-16,85.75
10-29-16,85.75
10-30-16,85.75
10-31-16,85.75
11-01-16,82.92
11-02-16,82.92
11-03-16,82.92
11-04-16,82.92
