time,GPR
11-05-16,82.92
11-06-16,82.92
11-07-16,82.92
11-08-16,82.92
11-09-16,82.92
11-10-16,82.92
11-11-16,82.92
11-12-16,82.92
11-13-16,82.92
11-14-16,82.92
11-15-16,82.92
11-16-16,82.92
11-17-16,82.92
11-18-16,82.92
11-19-16,82.92
11-20-16,82.92
11-21-16,82.92
11-22-16,82.92
11-23-16,82.92
11-24-16,82.92
11-25-16,82.92
11-26-16,82.92
11-27-16,82.92
11-28-16,82.92
11-29-16,82.92
11-30-16,82.92
12-01-16,102.18
12-02-16,102.18
12-03-16,102.18
12-04-16,102.18
12-05-16,102.18
12-06-16,102.18
12-07-16,102.18
12-08-16,102.18
12-09-16,102.18
12-10-16,102.18
12-11-16,102.18
12-12-16,102.18
12-13-16,102.18
12-14-16,102.18
12-15-16,102.18
12-16-16,102.18
12-17-16,102.18
12-18-16,102.18
12-19-16,102.18
12-20-16,102.18
12-21-16,102.18
12-22-16,102.18
12-23-16,102.18
12-24-16,102.18
12-25-16,102.18
12-26-16,102.18
12-27-16,102.18
12-28-16,102.18
12-29-16,102.18
12-30-16,102.18
12-31-16,102.18
01-01-17,105.2
01-02-17,105.2
01-03-17,105.2
01-04-17,105.2
01-05-17,105.2
01-06-17,105.2
01-07-17,105.2
01-08-17,105.2
01-09-17,105.2
01-10-17,105.2
01-11-17,105.2
01-12-17,105.2
01-13-17,105.2
01-14-17,105.2
01-15-17,105.2
01-16-17,105.2
01-17-17,105.2
01-18-17,105.2
01-19-17,105.2
01-20-17,105.2
01-21-17,105.2
01-22-17,105.2
01-23-17,105.2
01-24-17,105.2
01-25-17,105.2
01-26-17,105.2
01-27-17,105.2
01-28-17,105.2
01-29-17,105.2
01-30-17,105.2
01-31-17,105.2
02-01-17,114.21
02-02-17,114.21
02-03-17,114.21
02-04-17,114.21
02-05-17,114.21
02-06-17,114.21
02-07-17,114.21
02-08-17,114.21
02-09-17,114.21
02-10-17,114.21
02-11-17,114.21
02-12-17,114.21
02-13-17,114.21
02-14-17,114.21
02-15-17,114.21
02-16-17,114.21
02-17-17,114.21
02-18-17,114.21
02-19-17,114.21
02-20-17,114.21
02-21-17,114.21
02-22-17,114.21
02-23-17,114.21
02-24-17,114.21
02-25-17,114.21
02-26-17,114.21
02-27-17,114.21
02-28-17,114.21
03-01-17,96.64
03-02-17,96.64
03-03-17,96.64
03-04-17,96.64
03-05-17,96.64
03-06-17,96.64
03-07-17,96.64
03-08-17,96.64
03-09-17,96.64
03-10-17,96.64
03-11-17,96.64
03-12-17,96.64
03-13-17,96.64
03-14-17,96.64
03-15-17,96.64
03-16-17,96.64
03-17-17,96.64
03-18-17,96.64
03-19-17,96.64
03-20-17,96.64
03-21-17,96.64
03-22-17,96.64
03-23-17,96.64
03-24-17,96.64
03-25-17,96.64
03-26-17,96.64
03-27-17,96.64
03-28-17,96.64
03-29-17,96.64
03-30-17,96.64
03-31-17,96.64
04-01-17,119.46
04-02-17,119.46
04-03-17,119.46
04-04-17,119.46
04-05-17,119.46
04-06-17,119.46
04-07-17,119.46
04-08-17,119.46
04-09-17,119.46
04-10-17,119.46
04-11-17,119.46
04-12-17,119.46
04-13-17,119.46
04-14-17,119.46
04-15-17,119.46
04-16-17,119.46
04-17-17,119.46
04-18-17,119.46
04-19-17,119.46
04-20-17,119.46
04-21-17,119.46
04-22-17,119.46
04-23-17,119.46
04-24-17,119.46
04-25-17,119.46
04-26-17,119.46
04-27-17,119.46
04-28-17,119.46
04-29-17,119.46
04-30-17,119.46
05-01-17,102.58
05-02-17,102.58
05-03-17,102.58
05-04-17,102.58
05-05-17,102.58
05-06-17,102.58
05-07-17,102.58
05-08-17,102.58
05-09-17,102.58
05-10-17,102.58
05-11-17,102.58
05-12-17,102.58
05-13-17,102.58
05-14-17,102.58
05-15-17,102.58
05-16-17,102.58
05-17-17,102.58
05-18-17,102.58
05-19-17,102.58
05-20-17,102.58
05-21-17,102.58
05-22-17,102.58
05-23-17,102.58
05-24-17,102.58
05-25-17,102.58
05-26-17,102.58
05-27-17,102.58
05-28-17,102.58
05-29-17,102.58
05-30-17,102.58
05-31-17,102.58
06-01-17,126.79
06-02-17,126.79
06-03-17,126.79
06-04-17,126.79
06-05-17,126.79
06-06-17,126.79
06-07-17,126.79
06-08-17,126.79
06-09-17,126.79
06-10-17,126.79
06-11-17,126.79
06-12-17,126.79
06-13-17,126.79
06-14-17,126.79
06-15-17,126.79
06-16-17,126.79
06-17-17,126.79
06-18-17,126.79
06-19-17,126.79
06-20-17,126.79
06-21-17,126.79
06-22-17,126.79
06-23-17,126.79
06-24-17,126.79
06-25-17,126.79
06-26-17,126.79
06-27-17,126.79
06-28-17,126.79
06-29-17,126.79
06-30-17,126.79
07-01-17,102.81
07-02-17,102.81
07-03-17,102.81
07-04-17,102.81
07-05-17,102.81
07-06-17,102.81
07-07-17,102.81
07-08-17,102.81
07-09-17,102.81
07-10-17,102.81
07-11-17,102.81
07-12-17,102.81
07-13-17,102.81
07-14-17,102.81
07-15-17,102.81
07-16-17,102.81
07-17-17,102.81
07-18-17,102.81
07-19-17,102.81
07-20-17,102.81
07-21-17,102.81
07-22-17,102.81
07-23-17,102.81
07-24-17,102.81
07-25-17,102.81
07-26-17,102.81
07-27-17,102.81
07-28-17,102.81
07-29-17,102.81
07-30-17,102.81
07-31-17,102.81
08-01-17,138.53
08-02-17,138.53
08-03-17,138.53
08-04-17,138.53
08-05-17,138.53
08-06-17,138.53
08-07-17,138.53
08-08-17,138.53
08-09-17,138.53
08-10-17,138.53
08-11-17,138.53
08-12-17,138.53
08-13-17,138.53
08-14-17,138.53
08-15-17,138.53
08-16-17,138.53
08-17-17,138.53
08-18-17,138.53
08-19-17,138.53
08-20-17,138.53
08-21-17,138.53
08-22-17,138.53
08-23-17,138.53
08-24-17,138.53
08-25-17,138.53
08-26-17,138.53
08-27-17,138.53
08-28-17,138.53
08-29-17,138.53
08-30-17,138.53
08-31-17,138.53
09-01-17,115.53
09-02-17,115.53
09-03-17,115.53
09-04-17,115.53
09-05-17,115.53
09-06-17,115.53
09-07-17,115.53
09-08-17,115.53
09-09-17,115.53
09-10-17,115.53
09-11-17,115.53
09-12-17,115.53
09-13-17,115.53
09-14-17,115.53
09-15-17,115.53
09-16-17,115.53
09-17-17,115.53
09-18-17,115.53
09-19-17,115.53
09-20-17,115.53
09-21-17,115.53
09-22-17,115.53
09-23-17,115.53
09-24-17,115.53
09-25-17,115.53
09-26-17,115.53
09-27-17,115.53
09-28-17,115.53
09-29-17,115.53
09-30-17,115.53
10-01-17,91.46
10-02-17,91.46
10-03-17,91.46
10-04-17,91.46
10-05-17,91.46
10-06-17,91.46
10-07-17,91.46
10-08-17,91.46
10-09-17,91.46
10-10-17,91.46
10-11-17,91.46
10-12-17,91.46
10-13-17,91.46
10-14-17,91.46
10-15-17,91.46
10-16-17,91.46
10-17-17,91.46
10-18-17,91.46
10-19-17,91.46
10-20-17,91.46
10-21-17,91.46
10-22-17,91.46
10-23-17,91.46
10-24-17,91.46
10-25-17,91.46
10-26-17,91.46
10-27-17,91.46
10-28-17,91.46
10-29-17,91.46
10-30-17,91.46
10-31-17,91.46
11-01-17,92.6
11-02-17,92.6
11-03-17,92.6
11-04-17,92.6
11-05-17,92.6
11-06-17,92.6
11-07-17,92.6
11-08-17,92.6
11-09-17,92.6
11-10-17,92.6
11-11-17,92.6
11-12-17,92.6
11-13-17,92.6
11-14-17,92.6
11-15-17,92.6
11-16-17,92.6
11-17-17,92.6
11-18-17,92.6
11-19-17,92.6
11-20-17,92.6
11-21-17,92.6
11-22-17,92.6
11-23-17,92.6
11-24-17,92.6
11-25-17,92.6
11-26-17,92.6
11-27-17,92.6
11-28-17,92.6
11-29-17,92.6
11-30-17,92.6
12-01-17,82.72
12-02-17,82.72
12-03-17,82.72
12-04-17,82.72
12-05-17,82.72
12-06-17,82.72
12-07-17,82.72
12-08-17,82.72
12-09-17,82.72
12-10-17,82.72
12-11-17,82.72
12-12-17,82.72
12-13-17,82.72
12-14-17,82.72
12-15-17,82.72
12-16-17,82.72
12-17-17,82.72
12-18-17,82.72
12-19-17,82.72
12-20-17,82.72
12-21-17,82.72
12-22-17,82.72
12-23-17,82.72
12-24-17,82.72
12-25-17,82.72
12-26-17,82.72
12-27-17,82.72
12-28-17,82.72
12-29-17,82.72
12-30-17,82.72
12-31-17,82.72
01-01-18,92.43
01-02-18,92.43
01-03-18,92.43
01-04-18,92.43
01-05-18,92.43
01-06-18,92.43
01-07-18,92.43
01-08-18,92.43
01-09-18,92.43
01-10-18,92.43
01-11-18,92.43
01-12-18,92.43
01-13-18,92.43
01-14-18,92.43
01-15-18,92.43
01-16-18,92.43
01-17-18,92.43
01-18-18,92.43
01-19-18,92.43
01-20-18,92.43
01-21-18,92.43
01-22-18,92.43
01-23-18,92.43
01-24-18,92.43
01-25-18,92.43
01-26-18,92.43
01-27-18,92.43
01-28-18,92.43
01-29-18,92.43
01-30-18,92.43
01-31-18,92.43
02-01-18,64.49
02-02-18,64.49
02-03-18,64.49
02-04-18,64.49
02-05-18,64.49
02-06-18,64.49
02-07-18,64.49
02-08-18,64.49
02-09-18,64.49
02-10-18,64.49
02-11-18,64.49
02-12-18,64.49
02-13-18,64.49
02-14-18,64.49
02-15-18,64.49
02-16-18,64.49
02-17-18,64.49
02-18-18,64.49
02-19-18,64.49
02-20-18,64.49
02-21-18,64.49
02-22-18,64.49
02-23-18,64.49
02-24-18,64.49
02-25-18,64.49
02-26-18,64.49
02-27-18,64.49
02-28-18,64.49
03-01-18,111.96
03-02-18,111.96
03-03-18,111.96
03-04-18,111.96
03-05-18,111.96
03-06-18,111.96
03-07-18,111.96
03-08-18,111.96
03-09-18,111.96
03-10-18,111.96
03-11-18,111.96
03-12-18,111.96
03-13-18,111.96
03-14-18,111.96
03-15-18,111.96
03-16-18,111.96
03-17-18,111.96
03-18-18,111.96
03-19-18,111.96
03-20-18,111.96
03-21-18,111.96
03-22-18,111.96
03-23-18,111.96
03-24-18,111.96
03-25-18,111.96
03-26-18,111.96
03-27-18,111.96
03-28-18,111.96
03-29-18,111.96
03-30-18,111.96
03-31-18,111.96
04-01-18,123.26
04-02-18,123.26
04-03-18,123.26
04-04-18,123.26
04-05-18,123.26
04-06-18,123.26
04-07-18,123.26
04-08-18,123.26
04-09-18,123.26
04-10-18,123.26
04-11-18,123.26
04-12-18,123.26
04-13-18,123.26
04-14-18,123.26
04-15-18,123.26
04-16-18,123.26
04-17-18,123.26
04-18-18,123.26
04-19-18,123.26
04-20-18,123.26
04-21-18,123.26
04-22-18,123.26
04-23-18,123.26
04-24-18,123.26
04-25-18,123.26
04-26-18,123.26
04-27-18,123.26
04-28-18,123.26
04-29-18,123.26
04-30-18,123.26
05-01-18,125.67
05-02-18,125.67
05-03-18,125.67
05-04-18,125.67
05-05-18,125.67
05-06-18,125.67
05-07-18,125.67
05-08-18,125.67
05-09-18,125.67
05-10-18,125.67
05-11-18,125.67
05-12-18,125.67
05-13-18,125.67
05-14-18,125.67
05-15-18,125.67
05-16-18,125.67
05-17-18,125.67
05-18-18,125.67
05-19-18,125.67
05-20-18,125.67
05-21-18,125.67
05-22-18,125.67
05-23-18,125.67
05-24-18,125.67
05-25-18,125.67
05-26-18,125.67
05-27-18,125.67
05-28-18,125.67
05-29-18,125.67
05-30-18,125.67
05-31-18,125.67
06-01-18,103.97
06-02-18,103.97
06-03-18,103.97
06-04-18,103.97
06-05-18,103.97
06-06-18,103.97
06-07-18,103.97
06-08-18,103.97
06-09-18,103.97
06-10-18,103.97
06-11-18,103.97
06-12-18,103.97
06-13-18,103.97
06-14-18,103.97
06-15-18,103.97
06-16-18,103.97
06-17-18,103.97
06-18-18,103.97
06-19-18,103.97
06-20-18,103.97
06-21-18,103.97
06-22-18,103.97
06-23-18,103.97
06-24-18,103.97
06-25-18,103.97
06-26-18,103.97
06-27-18,103.97
06-28-18,103.97
06-29-18,103.97
06-30-18,103.97
07-01-18,110.03
07-02-18,110.03
07-03-18,110.03
07-04-18,110.03
07-05-18,110.03
07-06-18,110.03
07-07-18,110.03
07-08-18,110.03
07-09-18,110.03
07-10-18,110.03
07-11-18,110.03
07-12-18,110.03
07-13-18,110.03
07-14-18,110.03
07-15-18,110.03
07-16-18,110.03
07-17-18,110.03
07-18-18,110.03
07-19-18,110.03
07-20-18,110.03
07-21-18,110.03
07-22-18,110.03
07-23-18,110.03
07-24-18,110.03
07-25-18,110.03
07-26-18,110.03
07-27-18,110.03
07-28-18,110.03
07-29-18,110.03
07-30-18,110.03
07-31-18,110.03
08-01-18,112.74
08-02-18,112.74
08-03-18,112.74
08-04-18,112.74
08-05-18,112.74
08-06-18,112.74
08-07-18,112.74
08-08-18,112.74
08-09-18,112.74
08-10-18,112.74
08-11-18,112.74
08-12-18,112.74
08-13-18,112.74
08-14-18,112.74
08-15-18,112.74
08-16-18,112.74
08-17-18,112.74
08-18-18,112.74
08-19-18,112.74
08-20-18,112.74
08-21-18,112.74
08-22-18,112.74
08-23-18,112.74
08-24-18,112.74
08-25-18,112.74
08-26-18,112.74
08-27-18,112.74
08-28-18,112.74
08-29-18,112.74
08-30-18,112.74
08-31-18,112.74
09-01-18,75.05
09-02-18,75.05
09-03-18,75.05
09-04-18,75.05
09-05-18,75.05
09-06-18,75.05
09-07-18,75.05
09-08-18,75.05
09-09-18,75.05
09-10-18,75.05
09-11-18,75.05
09-12-18,75.05
09-13-18,75.05
09-14-18,75.05
09-15-18,75.05
09-16-18,75.05
09-17-18,75.05
09-18-18,75.05
09-19-18,75.05
09-20-18,75.05
09-21-18,75.05
09-22-18,75.05
09-23-18,75.05
09-24-18,75.05
09-25-18,75.05
09-26-18,75.05
09-27-18,75.05
09-28-18,75.05
09-29-18,75.05
09-30-18,75.05
10-01-18,92.02
10-02-18,92.02
10-03-18,92.02
10-04-18,92.02
10-05-18,92.02
10-06-18,92.02
10-07-18,92.02
10-08-18,92.02
10-09-18,92.02
10-10-18,92.02
10-11-18,92.02
10-12-18,92.02
10-13-18,92.02
10-14-18,92.02
10-15-18,92.02
10-16-18,92.02
10-17-18,92.02
10-18-18,92.02
10-19-18,92.02
10-20-18,92.02
10-21-18,92.02
10-22-18,92.02
10-23-18,92.02
10-24-18,92.02
10-25-18,92.02
10-26-18,92.02
10-27-18,92.02
10-28-18,92.02
10-29-18,92.02
10-30-18,92.02
10-31-18,92.02
11-01-18,80.41
11-02-18,80.41
11-03-18,80.41
11-04-18,80.41
11-05-18,80.41
11-06-18,80.41
11-07-18,80.41
11-08-18,80.41
11-09-18,80.41
11-10-18,80.41
11-11-18,80.41
11-12-18,80.41
11-13-18,80.41
11-14-18,80.41
11-15-18,80.41
11-16-18,80.41
11-17-18,80.41
11-18-18,80.41
11-19-18,80.41
11-20-18,80.41
11-21-18,80.41
11-22-18,80.41
11-23-18,80.41
11-24-18,80.41
11-25-18,80.41
11-26-18,80.41
11-27-18,80.41
11-28-18,80.41
11-29-18,80.41
11-30-18,80.41
12-01-18,90.61
12-02-18,90.61
12-03-18,90.61
12-04-18,90.61
12-05-18,90.61
12-06-18,90.61
12-07-18,90.61
12-08-18,90.61
12-09-18,90.61
12-10-18,90.61
12-11-18,90.61
12-12-18,90.61
12-13-18,90.61
12-14-18,90.61
12-15-18,90.61
12-16-18,90.61
12-17-18,90.61
12-18-18,90.61
12-19-18,90.61
12-20-18,90.61
12-21-18,90.61
12-22-18,90.61
12-23-18,90.61
12-24-18,90.61
12-25-18,90.61
12-26-18,90.61
12-27-18,90.61
12-28-18,90.61
12-29-18,90.61
12-30-18,90.61
12-31-18,90.61
01-01-19,87.42
01-02-19,87.42
01-03-19,87.42
01-04-19,87.42
01-05-19,87.42
01-06-19,87.42
01-07-19,87.42
01-08-19,87.42
01-09-19,87.42
01-10-19,87.42
01-11-19,87.42
01-12-19,87.42
01-13-19,87.42
01-14-19,87.42
01-15-19,87.42
01-16-19,87.42
01-17-19,87.42
01-18-19,87.42
01-19-19,87.42
01-20-19,87.42
01-21-19,87.42
01-22-19,87.42
01-23-19,87.42
01-24-19,87.42
01-25-19,87.42
01-26-19,87.42
01-27-19,87.42
01-28-19,87.42
01-29-19,87.42
01-30-19,87.42
01-31-19,87.42
02-01-19,96.8
02-02-19,96.8
02-03-19,96.8
02-04-19,96.8
02-05-19,96.8
02-06-19,96.8
02-07-19,96.8
02-08-19,96.8
02-09-19,96.8
02-10-19,96.8
02-11-19,96.8
02-12-19,96.8
02-13-19,96.8
02-14-19,96.8
02-15-19,96.8
02-16-19,96.8
02-17-19,96.8
02-18-19,96.8
02-19-19,96.8
02-20-19,96.8
02-21-19,96.8
02-22-19,96.8
02-23-19,96.8
02-24-19,96.8
02-25-19,96.8
02-26-19,96.8
02-27-19,96.8
02-28-19,96.8
03-01-19,82.33
03-02-19,82.33
03-03-19,82.33
03-04-19,82.33
03-05-19,82.33
03-06-19,82.33
03-07-19,82.33
03-08-19,82.33
03-09-19,82.33
03-10-19,82.33
03-11-19,82.33
03-12-19,82.33
03-13-19,82.33
03-14-19,82.33
03-15-19,82.33
03-16-19,82.33
03-17-19,82.33
03-18-19,82.33
03-19-19,82.33
03-20-19,82.33
03-21-19,82.33
03-22-19,82.33
03-23-19,82.33
03-24-19,82.33
03-25-19,82.33
03-26-19,82.33
03-27-19,82.33
03-28-19,82.33
03-29-19,82.33
03-30-19,82.33
03-31-19,82.33
04-01-19,79.25
04-02-19,79.25
04-03-19,79.25
04-04-19,79.25
04-05-19,79.25
04-06-19,79.25
04-07-19,79.25
04-08-19,79.25
04-09-19,79.25
04-10-19,79.25
04-11-19,79.25
04-12-19,79.25
04-13-19,79.25
04-14-19,79.25
04-15-19,79.25
04-16-19,79.25
04-17-19,79.25
04-18-19,79.25
04-19-19,79.25
04-20-19,79.25
04-21-19,79.25
04-22-19,79.25
04-23-19,79.25
04-24-19,79.25
04-25-19,79.25
04-26-19,79.25
04-27-19,79.25
04-28-19,79.25
04-29-19,79.25
04-30-19,79.25
05-01-19,106.47
05-02-19,106.47
05-03-19,106.47
05-04-19,106.47
05-05-19,106.47
05-06-19,106.47
05-07-19,106.47
05-08-19,106.47
05-09-19,106.47
05-10-19,106.47
05-11-19,106.47
05-12-19,106.47
05-13-19,106.47
05-14-19,106.47
05-15-19,106.47
05-16-19,106.47
05-17-19,106.47
05-18-19,106.47
05-19-19,106.47
05-20-19,106.47
05-21-19,106.47
05-22-19,106.47
05-23-19,106.47
05-24-19,106.47
05-25-19,106.47
05-26-19,106.47
05-27-19,106.47
05-28-19,106.47
05-29-19,106.47
05-30-19,106.47
05-31-19,106.47
06-01-19,106.59
06-02-19,106.59
06-03-19,106.59
06-04-19,106.59
06-05-19,106.59
06-06-19,106.59
06-07-19,106.59
06-08-19,106.59
06-09-19,106.59
06-10-19,106.59
06-11-19,106.59
06-12-19,106.59
06-13-19,106.59
06-14-19,106.59
06-15-19,106.59
06-16-19,106.59
06-17-19,106.59
06-18-19,106.59
06-19-19,106.59
06-20-19,106.59
06-21-19,106.59
06-22-19,106.59
06-23-19,106.59
06-24-19,106.59
06-25-19,106.59
06-26-19,106.59
06-27-19,106.59
06-28-19,106.59
06-29-19,106.59
06-30-19,106.59
07-01-19,93.52
07-02-19,93.52
07-03-19,93.52
07-04-19,93.52
07-05-19,93.52
07-06-19,93.52
07-07-19,93.52
07-08-19,93.52
07-09-19,93.52
07-10-19,93.52
07-11-19,93.52
07-12-19,93.52
07-13-19,93.52
07-14-19,93.52
07-15-19,93.52
07-16-19,93.52
07-17-19,93.52
07-18-19,93.52
07-19-19,93.52
07-20-19,93.52
07-21-19,93.52
07-22-19,93.52
07-23-19,93.52
07-24-19,93.52
07-25-19,93.52
07-26-19,93.52
07-27-19,93.52
07-28-19,93.52
07-29-19,93.52
07-30-19,93.52
07-31-19,93.52
08-01-19,103.4
08-02-19,103.4
08-03-19,103.4
08-04-19,103.4
08-05-19,103.4
08-06-19,103.4
08-07-19,103.4
08-08-19,103.4
08-09-19,103.4
08-10-19,103.4
08-11-19,103.4
08-12-19,103.4
08-13-19,103.4
08-14-19,103.4
08-15-19,103.4
08-16-19,103.4
08-17-19,103.4
08-18-19,103.4
08-19-19,103.4
08-20-19,103.4
08-21-19,103.4
08-22-19,103.4
08-23-19,103.4
08-24-19,103.4
08-25-19,103.4
08-26-19,103.4
08-27-19,103.4
08-28-19,103.4
08-29-19,103.4
08-30-19,103.4
08-31-19,103.4
09-01-19,90.37
09-02-19,90.37
09-03-19,90.37
09-04-19,90.37
09-05-19,90.37
09-06-19,90.37
09-07-19,90.37
09-08-19,90.37
09-09-19,90.37
09-10-19,90.37
09-11-19,90.37
09-12-19,90.37
09-13-19,90.37
09-14-19,90.37
09-15-19,90.37
09-16-19,90.37
09-17-19,90.37
09-18-19,90.37
09-19-19,90.37
09-20-19,90.37
09-21-19,90.37
09-22-19,90.37
09-23-19,90.37
09-24-19,90.37
09-25-19,90.37
09-26-19,90.37
09-27-19,90.37
09-28-19,90.37
09-29-19,90.37
09-30-19,90.37
10-01-19,97.84
10-02-19,97.84
10-03-19,97.84
10-04-19,97.84
10-05-19,97.84
10-06-19,97.84
10-07-19,97.84
10-08-19,97.84
10-09-19,97.84
10-10-19,97.84
10-11-19,97.84
10-12-19,97.84
10-13-19,97.84
10-14-19,97.84
10-15-19,97.84
10-16-19,97.84
10-17-19,97.84
10-18-19,97.84
10-19-19,97.84
10-20-19,97.84
10-21-19,97.84
10-22-19,97.84
10-23-19,97.84
10-24-19,97.84
10-25-19,97.84
10-26-19,97.84
10-27-19,97.84
10-28-19,97.84
10-29-19,97.84
10-30-19,97.84
10-31-19,97.84
11-01-19,73.08
11-02-19,73.08
11-03-19,73.08
11-04-19,73.08
11-05-19,73.08
11-06-19,73.08
11-07-19,73.08
11-08-19,73.08
11-09-19,73.08
11-10-19,73.08
11-11-19,73.08
11-12-19,73.08
11-13-19,73.08
11-14-19,73.08
11-15-19,73.08
11-16-19,73.08
11-17-19,73.08
11-18-19,73.08
11-19-19,73.08
11-20-19,73.08
11-21-19,73.08
11-22-19,73.08
11-23-19,73.08
11-24-19,73.08
11-25-19,73.08
11-26-19,73.08
11-27-19,73.08
11-28-19,73.08
11-29-19,73.08
11-30-19,73.08
12-01-19,74.28
12-02-19,74.28
12-03-19,74.28
12-04-19,74.28
12-05-19,74.28
12-06-19,74.28
12-07-19,74.28
12-08-19,74.28
12-09-19,74.28
12-10-19,74.28
12-11-19,74.28
12-12-19,74.28
12-13-19,74.28
12-14-19,74.28
12-15-19,74.28
12-16-19,74.28
12-17-19,74.28
12-18-19,74.28
12-19-19,74.28
12-20-19,74.28
12-21-19,74.28
12-22-19,74.28
12-23-19,74.28
12-24-19,74.28
12-25-19,74.28
12-26-19,74.28
12-27-19,74.28
12-28-19,74.28
12-29-19,74.28
12-30-19,74.28
12-31-19,74.28
01-01-20,138.42
01-02-20,138.42
01-03-20,138.42
01-04-20,138.42
01-05-20,138.42
01-06-20,138.42
01-07-20,138.42
01-08-20,138.42
01-09-20,138.42
01-10-20,138.42
01-11-20,138.42
01-12-20,138.42
01-13-20,138.42
01-14-20,138.42
01-15-20,138.42
01-16-20,138.42
01-17-20,138.42
01-18-20,138.42
01-19-20,138.42
01-20-20,138.42
01-21-20,138.42
01-22-20,138.42
01-23-20,138.42
01-24-20,138.42
01-25-20,138.42
01-26-20,138.42
01-27-20,138.42
01-28-20,138.42
01-29-20,138.42
01-30-20,138.42
01-31-20,138.42
02-01-20,75.96
02-02-20,75.96
02-03-20,75.96
02-04-20,75.96
02-05-20,75.96
02-06-20,75.96
02-07-20,75.96
02-08-20,75.96
02-09-20,75.96
02-10-20,75.96
02-11-20,75.96
02-12-20,75.96
02-13-20,75.96
02-14-20,75.96
02-15-20,75.96
02-16-20,75.96
02-17-20,75.96
02-18-20,75.96
02-19-20,75.96
02-20-20,75.96
02-21-20,75.96
02-22-20,75.96
02-23-20,75.96
02-24-20,75.96
02-25-20,75.96
02-26-20,75.96
02-27-20,75.96
02-28-20,75.96
02-29-20,75.96
03-01-20,81.54
03-02-20,81.54
03-03-20,81.54
03-04-20,81.54
03-05-20,81.54
03-06-20,81.54
03-07-20,81.54
03-08-20,81.54
03-09-20,81.54
03-10-20,81.54
03-11-20,81.54
03-12-20,81.54
03-13-20,81.54
03-14-20,81.54
03-15-20,81.54
03-16-20,81.54
03-17-20,81.54
03-18-20,81.54
03-19-20,81.54
03-20-20,81.54
03-21-20,81.54
03-22-20,81.54
03-23-20,81.54
03-24-20,81.54
03-25-20,81.54
03-26-20,81.54
03-27-20,81.54
03-28-20,81.54
03-29-20,81.54
03-30-20,81.54
03-31-20,81.54
04-01-20,69.34
04-02-20,69.34
04-03-20,69.34
04-04-20,69.34
04-05-20,69.34
04-06-20,69.34
04-07-20,69.34
04-08-20,69.34
04-09-20,69.34
04-10-20,69.34
04-11-20,69.34
04-12-20,69.34
04-13-20,69.34
04-14-20,69.34
04-15-20,69.34
04-16-20,69.34
04-17-20,69.34
04-18-20,69.34
04-19-20,69.34
04-20-20,69.34
04-21-20,69.34
04-22-20,69.34
04-23-20,69.34
04-24-20,69.34
04-25-20,69.34
04-26-20,69.34
04-27-20,69.34
04-28-20,69.34
04-29-20,69.34
04-30-20,69.34
05-01-20,68.51
05-02-20,68.51
05-03-20,68.51
05-04-20,68.51
05-05-20,68.51
05-06-20,68.51
05-07-20,68.51
05-08-20,68.51
05-09-20,68.51
05-10-20,68.51
05-11-20,68.51
05-12-20,68.51
05-13-20,68.51
05-14-20,68.51
05-15-20,68.51
05-16-20,68.51
05-17-20,68.51
05-18-20,68.51
05-19-20,68.51
05-20-20,68.51
05-21-20,68.51
05-22-20,68.51
05-23-20,68.51
05-24-20,68.51
05-25-20,68.51
05-26-20,68.51
05-27-20,68.51
05-28-20,68.51
05-29-20,68.51
05-30-20,68.51
05-31-20,68.51
06-01-20,71.23
06-02-20,71.23
06-03-20,71.23
06-04-20,71.23
06-05-20,71.23
06-06-20,71.23
06-07-20,71.23
06-08-20,71.23
06-09-20,71.23
06-10-20,71.23
06-11-20,71.23
06-12-20,71.23
06-13-20,71.23
06-14-20,71.23
06-15-20,71.23
06-16-20,71.23
06-17-20,71.23
06-18-20,71.23
06-19-20,71.23
06-20-20,71.23
06-21-20,71.23
06-22-20,71.23
06-23-20,71.23
06-24-20,71.23
06-25-20,71.23
06-26-20,71.23
06-27-20,71.23
06-28-20,71.23
06-29-20,71.23
06-30-20,71.23
07-01-20,66.47
07-02-20,66.47
07-03-20,66.47
07-04-20,66.47
07-05-20,66.47
07-06-20,66.47
07-07-20,66.47
07-08-20,66.47
07-09-20,66.47
07-10-20,66.47
07-11-20,66.47
07-12-20,66.47
07-13-20,66.47
07-14-20,66.47
07-15-20,66.47
07-16-20,66.47
07-17-20,66.47
07-18-20,66.47
07-19-20,66.47
07-20-20,66.47
07-21-20,66.47
07-22-20,66.47
07-23-20,66.47
07-24-20,66.47
07-25-20,66.47
07-26-20,66.47
07-27-20,66.47
07-28-20,66.47
07-29-20,66.47
07-30-20,66.47
07-31-20,66.47
08-01-20,65.47
08-02-20,65.47
08-03-20,65.47
08-04-20,65.47
08-05-20,65.47
08-06-20,65.47
08-07-20,65.47
08-08-20,65.47
08-09-20,65.47
08-10-20,65.47
08-11-20,65.47
08-12-20,65.47
08-13-20,65.47
08-14-20,65.47
08-15-20,65.47
08-16-20,65.47
08-17-20,65.47
08-18-20,65.47
08-19-20,65.47
08-20-20,65.47
08-21-20,65.47
08-22-20,65.47
08-23-20,65.47
08-24-20,65.47
08-25-20,65.47
08-26-20,65.47
08-27-20,65.47
08-28-20,65.47
08-29-20,65.47
08-30-20,65.47
08-31-20,65.47
09-01-20,80.38
09-02-20,80.38
09-03-20,80.38
