time,open,high,low,close
9/17/15 2:00,1.129395,1.13181,1.12929,1.12962
9/17/15 6:00,1.12962,1.133805,1.12847,1.13299
9/17/15 10:00,1.13299,1.133555,1.131055,1.132805
9/17/15 14:00,1.132805,1.13289,1.129445,1.13043
9/17/15 18:00,1.13043,1.144145,1.130295,1.14345
9/17/15 22:00,1.14345,1.14345,1.13902,1.140375
9/18/15 2:00,1.140375,1.14113,1.13915,1.14046
9/18/15 6:00,1.14046,1.145295,1.139525,1.14489
9/18/15 10:00,1.14489,1.14603,1.141015,1.142265
9/18/15 14:00,1.142265,1.142965,1.13506,1.136685
9/18/15 18:00,1.136685,1.136775,1.12696,1.130035
9/20/15 22:00,1.130035,1.130705,1.128205,1.13057
9/21/15 2:00,1.13057,1.132205,1.130265,1.13147
9/21/15 6:00,1.13147,1.133035,1.12887,1.12972
9/21/15 10:00,1.12972,1.12996,1.123435,1.124515
9/21/15 14:00,1.124515,1.125485,1.11813,1.121255
9/21/15 18:00,1.121255,1.121275,1.118795,1.118895
9/21/15 22:00,1.118895,1.119725,1.118305,1.11947
9/22/15 2:00,1.11947,1.120625,1.119405,1.12014
9/22/15 6:00,1.12014,1.120795,1.11552,1.11966
9/22/15 10:00,1.11966,1.12008,1.114825,1.11546
9/22/15 14:00,1.11546,1.11698,1.111345,1.112435
9/22/15 18:00,1.112435,1.11405,1.111825,1.112755
9/22/15 22:00,1.112755,1.11335,1.11053,1.11076
9/23/15 2:00,1.11076,1.114055,1.11076,1.113545
9/23/15 6:00,1.113545,1.11546,1.11074,1.11126
9/23/15 10:00,1.11126,1.11758,1.11109,1.113165
9/23/15 14:00,1.113165,1.11907,1.111525,1.117345
9/23/15 18:00,1.117345,1.121355,1.11713,1.118525
9/23/15 22:00,1.118525,1.119205,1.11761,1.11813
9/24/15 2:00,1.11813,1.119565,1.11644,1.119235
9/24/15 6:00,1.119235,1.12235,1.118115,1.119895
9/24/15 10:00,1.119895,1.125705,1.119305,1.125125
9/24/15 14:00,1.125125,1.1296,1.123675,1.1255
9/24/15 18:00,1.1255,1.12586,1.12124,1.123275
9/24/15 22:00,1.123275,1.123275,1.116025,1.11696
9/25/15 2:00,1.11696,1.118455,1.116685,1.11686
9/25/15 6:00,1.11686,1.117625,1.11163,1.11397
9/25/15 10:00,1.11397,1.11776,1.1125,1.11568
9/25/15 14:00,1.11568,1.120775,1.115215,1.11864
9/25/15 18:00,1.11864,1.12133,1.117015,1.119795
9/27/15 22:00,1.119795,1.12147,1.11854,1.11957
9/28/15 2:00,1.11957,1.12023,1.118095,1.11841
9/28/15 6:00,1.11841,1.12,1.11647,1.118035
9/28/15 10:00,1.118035,1.120315,1.11508,1.115705
9/28/15 14:00,1.115705,1.1244,1.114675,1.123795
9/28/15 18:00,1.123795,1.1248,1.122405,1.12441
9/28/15 22:00,1.12441,1.12565,1.122755,1.12434
9/29/15 2:00,1.12434,1.12651,1.12423,1.126225
9/29/15 6:00,1.126225,1.128145,1.121925,1.122755
9/29/15 10:00,1.122755,1.124375,1.119415,1.12053
9/29/15 14:00,1.12053,1.12679,1.119555,1.12608
9/29/15 18:00,1.12608,1.12661,1.122925,1.12491
9/29/15 22:00,1.12491,1.126145,1.12474,1.12476
9/30/15 2:00,1.12476,1.126065,1.124045,1.125515
9/30/15 6:00,1.125515,1.12556,1.12124,1.12282
9/30/15 10:00,1.12282,1.12366,1.11839,1.119395
9/30/15 14:00,1.119395,1.11965,1.115735,1.118195
9/30/15 18:00,1.118195,1.118655,1.11623,1.11768
9/30/15 22:00,1.11768,1.1179,1.11683,1.11728
10/1/15 2:00,1.11728,1.117365,1.11445,1.11496
10/1/15 6:00,1.11496,1.11679,1.113515,1.11637
10/1/15 10:00,1.11637,1.11707,1.114385,1.116245
10/1/15 14:00,1.116245,1.120695,1.1157,1.11961
10/1/15 18:00,1.11961,1.1201,1.118075,1.119435
10/1/15 22:00,1.119435,1.11955,1.118185,1.11901
10/2/15 2:00,1.11901,1.12041,1.117565,1.117565
10/2/15 6:00,1.117565,1.118175,1.11601,1.116355
10/2/15 10:00,1.116355,1.131575,1.115035,1.12868
10/2/15 14:00,1.12868,1.131855,1.123515,1.12418
10/2/15 18:00,1.12418,1.124495,1.12002,1.121205
10/4/15 22:00,1.121205,1.12268,1.120765,1.12214
10/5/15 2:00,1.12214,1.124725,1.122075,1.12335
10/5/15 6:00,1.12335,1.1265,1.122165,1.12589
10/5/15 10:00,1.12589,1.12894,1.12101,1.121185
10/5/15 14:00,1.121185,1.12247,1.11734,1.118715
10/5/15 18:00,1.118715,1.11905,1.117425,1.118795
10/5/15 22:00,1.118795,1.11979,1.118365,1.11908
10/6/15 2:00,1.11908,1.11943,1.1172,1.118075
10/6/15 6:00,1.118075,1.121995,1.117385,1.12063
10/6/15 10:00,1.12063,1.12322,1.120075,1.120695
10/6/15 14:00,1.120695,1.127465,1.120605,1.12632
10/6/15 18:00,1.12632,1.12795,1.125675,1.127115
10/6/15 22:00,1.127115,1.127615,1.126095,1.12658
10/7/15 2:00,1.12658,1.128455,1.12617,1.126605
10/7/15 6:00,1.126605,1.12668,1.12222,1.124225
10/7/15 10:00,1.124225,1.12735,1.12317,1.125595
10/7/15 14:00,1.125595,1.1266,1.12116,1.124325
10/7/15 18:00,1.124325,1.12559,1.12338,1.123735
10/7/15 22:00,1.123735,1.124605,1.123455,1.123895
10/8/15 2:00,1.123895,1.12618,1.123805,1.125775
10/8/15 6:00,1.125775,1.130995,1.124705,1.129335
10/8/15 10:00,1.129335,1.131505,1.123815,1.126005
10/8/15 14:00,1.126005,1.12916,1.12438,1.128225
10/8/15 18:00,1.128225,1.132745,1.126285,1.127615
10/8/15 22:00,1.127615,1.12924,1.127595,1.12828
10/9/15 2:00,1.12828,1.128675,1.126705,1.12843
10/9/15 6:00,1.12843,1.13471,1.12723,1.132355
10/9/15 10:00,1.132355,1.137885,1.13153,1.136905
10/9/15 14:00,1.136905,1.13873,1.13353,1.13799
10/9/15 18:00,1.13799,1.13821,1.13521,1.135845
10/11/15 22:00,1.135845,1.13777,1.13548,1.13743
10/12/15 2:00,1.13743,1.137655,1.13641,1.137185
10/12/15 6:00,1.137185,1.13847,1.135995,1.138055
10/12/15 10:00,1.138055,1.139695,1.13637,1.13679
10/12/15 14:00,1.13679,1.138115,1.13567,1.1379
10/12/15 18:00,1.1379,1.138,1.13579,1.13586
10/12/15 22:00,1.13586,1.13612,1.13443,1.134765
10/13/15 2:00,1.134765,1.13707,1.134715,1.13673
10/13/15 6:00,1.13673,1.141085,1.136325,1.1381
10/13/15 10:00,1.1381,1.140065,1.13646,1.13917
10/13/15 14:00,1.13917,1.139585,1.135525,1.13897
10/13/15 18:00,1.13897,1.139345,1.137795,1.1379
10/13/15 22:00,1.1379,1.13966,1.137775,1.13966
10/14/15 2:00,1.13966,1.14013,1.138325,1.138885
10/14/15 6:00,1.138885,1.142735,1.138885,1.140575
10/14/15 10:00,1.140575,1.144615,1.139125,1.14424
10/14/15 14:00,1.14424,1.144815,1.140865,1.14445
10/14/15 18:00,1.14445,1.14893,1.14424,1.147365
10/14/15 22:00,1.147365,1.14842,1.14656,1.14668
10/15/15 2:00,1.14668,1.149065,1.146155,1.148
10/15/15 6:00,1.148,1.149535,1.14251,1.144165
10/15/15 10:00,1.144165,1.145135,1.136955,1.138315
10/15/15 14:00,1.138315,1.141965,1.13631,1.14006
10/15/15 18:00,1.14006,1.140155,1.137265,1.13847
10/15/15 22:00,1.13847,1.13977,1.1359,1.13657
10/16/15 2:00,1.13657,1.13844,1.136095,1.138265
10/16/15 6:00,1.138265,1.139515,1.135305,1.13605
10/16/15 10:00,1.13605,1.136725,1.133455,1.1359
10/16/15 14:00,1.1359,1.13898,1.1347,1.1381
10/16/15 18:00,1.1381,1.139135,1.13474,1.13487
10/18/15 22:00,1.13487,1.137505,1.13487,1.13704
10/19/15 2:00,1.13704,1.137805,1.135405,1.13627
10/19/15 6:00,1.13627,1.13793,1.133925,1.135995
10/19/15 10:00,1.135995,1.136,1.13089,1.133395
10/19/15 14:00,1.133395,1.134425,1.130585,1.132145
10/19/15 18:00,1.132145,1.13293,1.131945,1.13274
10/19/15 22:00,1.13274,1.13346,1.13245,1.13343
10/20/15 2:00,1.13343,1.133965,1.13302,1.133125
10/20/15 6:00,1.133125,1.13647,1.13241,1.13592
10/20/15 10:00,1.13592,1.138695,1.13447,1.136525
10/20/15 14:00,1.136525,1.136745,1.13325,1.135185
10/20/15 18:00,1.135185,1.135705,1.133595,1.13459
10/20/15 22:00,1.13459,1.13677,1.13442,1.13618
10/21/15 2:00,1.13618,1.1365,1.13556,1.13615
10/21/15 6:00,1.13615,1.13776,1.134345,1.135965
10/21/15 10:00,1.135965,1.136375,1.133415,1.13542
10/21/15 14:00,1.13542,1.1364,1.133705,1.134605
10/21/15 18:00,1.134605,1.13548,1.133575,1.13388
10/21/15 22:00,1.13388,1.134865,1.13299,1.13356
10/22/15 2:00,1.13356,1.13511,1.133545,1.133635
10/22/15 6:00,1.133635,1.13457,1.130215,1.13132
10/22/15 10:00,1.13132,1.13261,1.117845,1.11968
10/22/15 14:00,1.11968,1.1213,1.111845,1.11369
10/22/15 18:00,1.11369,1.113925,1.11002,1.11086
10/22/15 22:00,1.11086,1.11099,1.107185,1.109005
10/23/15 2:00,1.109005,1.111945,1.109005,1.11094
10/23/15 6:00,1.11094,1.11377,1.109155,1.112925
10/23/15 10:00,1.112925,1.11398,1.10278,1.10469
10/23/15 14:00,1.10469,1.10571,1.10065,1.10158
10/23/15 18:00,1.10158,1.101815,1.099665,1.10175
10/25/15 21:00,1.10175,1.103155,1.09985,1.102105
10/26/15 1:00,1.102105,1.103975,1.10151,1.103545
10/26/15 5:00,1.103545,1.10563,1.102785,1.10393
10/26/15 9:00,1.10393,1.104645,1.101215,1.101625
10/26/15 13:00,1.101625,1.105895,1.10039,1.10523
10/26/15 17:00,1.10523,1.10685,1.1042,1.105855
10/26/15 21:00,1.105855,1.10638,1.104785,1.10489
10/27/15 1:00,1.10489,1.106935,1.10452,1.106395
10/27/15 5:00,1.106395,1.107235,1.10425,1.10442
10/27/15 9:00,1.10442,1.107865,1.10362,1.10501
10/27/15 13:00,1.10501,1.106735,1.10302,1.10384
10/27/15 17:00,1.10384,1.1047,1.103325,1.10453
10/27/15 21:00,1.10453,1.10488,1.102615,1.103145
10/28/15 1:00,1.103145,1.103965,1.10252,1.10347
10/28/15 5:00,1.10347,1.105985,1.1028,1.10448
10/28/15 9:00,1.10448,1.109005,1.104255,1.10879
10/28/15 13:00,1.10879,1.109585,1.10571,1.10707
10/28/15 17:00,1.10707,1.10833,1.089705,1.092375
10/28/15 21:00,1.092375,1.093235,1.090275,1.090975
10/29/15 1:00,1.090975,1.09347,1.090745,1.092465
10/29/15 5:00,1.092465,1.094575,1.091695,1.09447
10/29/15 9:00,1.09447,1.0977,1.093495,1.093545
10/29/15 13:00,1.093545,1.098595,1.092485,1.096215
10/29/15 17:00,1.096215,1.098145,1.09512,1.097725
10/29/15 21:00,1.097725,1.099805,1.09769,1.09838
10/30/15 1:00,1.09838,1.09949,1.09653,1.09777
10/30/15 5:00,1.09777,1.10171,1.097295,1.100695
10/30/15 9:00,1.100695,1.103775,1.09949,1.100815
10/30/15 13:00,1.100815,1.107305,1.099935,1.102035
10/30/15 17:00,1.102035,1.102515,1.098685,1.100625
11/1/15 22:00,1.100625,1.10381,1.100625,1.103205
11/2/15 2:00,1.103205,1.10391,1.102455,1.10335
11/2/15 6:00,1.10335,1.105005,1.10041,1.10042
11/2/15 10:00,1.10042,1.10528,1.10005,1.10506
11/2/15 14:00,1.10506,1.10506,1.101545,1.10207
11/2/15 18:00,1.10207,1.103075,1.10063,1.101545
11/2/15 22:00,1.101545,1.10189,1.100705,1.10105
11/3/15 2:00,1.10105,1.102,1.10105,1.101955
11/3/15 6:00,1.101955,1.10301,1.09776,1.098485
