time,open,high,low,close
10/14/15 10:00,119.4665,119.6605,119.2745,119.2915
10/14/15 14:00,119.2915,119.548,119.0765,119.1795
10/14/15 18:00,119.1795,119.202,118.6295,118.834
10/14/15 22:00,118.834,119.107,118.7035,118.958
10/15/15 2:00,118.958,119.169,118.9515,119.021
10/15/15 6:00,119.021,119.042,118.101,118.402
10/15/15 10:00,118.402,118.7795,118.0645,118.6
10/15/15 14:00,118.6,118.7495,118.2325,118.4075
10/15/15 18:00,118.4075,118.947,118.4075,118.8955
10/15/15 22:00,118.8955,119.157,118.8325,119.074
10/16/15 2:00,119.074,119.2495,119.0665,119.14
10/16/15 6:00,119.14,119.209,118.9035,119.1325
10/16/15 10:00,119.1325,119.1885,118.9345,119.117
10/16/15 14:00,119.117,119.663,118.9935,119.399
10/16/15 18:00,119.399,119.5095,119.27,119.4505
10/18/15 22:00,119.4505,119.4505,119.2235,119.306
10/19/15 2:00,119.306,119.6125,119.141,119.44
10/19/15 6:00,119.44,119.465,119.224,119.3815
10/19/15 10:00,119.3815,119.524,119.263,119.2665
10/19/15 14:00,119.2665,119.565,119.2585,119.4605
10/19/15 18:00,119.4605,119.549,119.3815,119.499
10/19/15 22:00,119.499,119.547,119.452,119.5
10/20/15 2:00,119.5,119.5505,119.4715,119.5065
10/20/15 6:00,119.5065,119.7775,119.417,119.508
10/20/15 10:00,119.508,119.789,119.468,119.731
10/20/15 14:00,119.731,119.9625,119.6885,119.8465
10/20/15 18:00,119.8465,119.939,119.833,119.842
10/20/15 22:00,119.842,119.959,119.757,119.9005
10/21/15 2:00,119.9005,120.0105,119.8575,119.9645
10/21/15 6:00,119.9645,120.0705,119.8115,120
10/21/15 10:00,120,120.0665,119.95,120.0225
10/21/15 14:00,120.0225,120.094,119.837,119.9635
10/21/15 18:00,119.9635,119.9855,119.8225,119.927
10/21/15 22:00,119.927,119.9625,119.8335,119.8635
10/22/15 2:00,119.8635,119.92,119.616,119.6855
10/22/15 6:00,119.6855,119.814,119.626,119.739
10/22/15 10:00,119.739,120.298,119.696,120.1375
10/22/15 14:00,120.1375,120.755,120.06,120.6595
10/22/15 18:00,120.6595,120.7725,120.556,120.6935
10/22/15 22:00,120.6935,120.9855,120.6535,120.891
10/23/15 2:00,120.891,120.8915,120.602,120.6615
10/23/15 6:00,120.6615,120.771,120.226,120.3645
10/23/15 10:00,120.3645,121.1605,120.3545,120.993
10/23/15 14:00,120.993,121.279,120.895,121.2685
10/23/15 18:00,121.2685,121.4855,121.2525,121.467
10/25/15 21:00,121.467,121.5105,121.0945,121.1665
10/26/15 1:00,121.1665,121.1945,121.048,121.1025
10/26/15 5:00,121.1025,121.1625,120.778,120.923
10/26/15 9:00,120.923,121.1505,120.876,121.0125
10/26/15 13:00,121.0125,121.042,120.5995,120.9635
10/26/15 17:00,120.9635,121.096,120.9025,121.0955
10/26/15 21:00,121.0955,121.0965,120.741,120.7485
10/27/15 1:00,120.7485,120.81,120.48,120.5635
10/27/15 5:00,120.5635,120.7435,120.3365,120.4655
10/27/15 9:00,120.4655,120.4985,120.163,120.425
10/27/15 13:00,120.425,120.4465,120.1675,120.36
10/27/15 17:00,120.36,120.484,120.247,120.459
10/27/15 21:00,120.459,120.548,120.3135,120.3405
10/28/15 1:00,120.3405,120.494,120.248,120.404
10/28/15 5:00,120.404,120.4655,120.2935,120.3845
10/28/15 9:00,120.3845,120.463,120.291,120.307
10/28/15 13:00,120.307,120.593,120.3,120.5735
10/28/15 17:00,120.5735,121.261,120.029,121.09
10/28/15 21:00,121.09,121.179,120.5865,120.718
10/29/15 1:00,120.718,120.77,120.6295,120.72
10/29/15 5:00,120.72,120.829,120.666,120.7195
10/29/15 9:00,120.7195,120.994,120.63,120.9575
10/29/15 13:00,120.9575,121.1775,120.9325,121.101
10/29/15 17:00,121.101,121.183,121.072,121.1255
10/29/15 21:00,121.1255,121.142,120.845,120.902
10/30/15 1:00,120.902,121.486,120.286,121.3165
10/30/15 5:00,121.3165,121.3775,120.6155,120.673
10/30/15 9:00,120.673,120.725,120.2795,120.6925
10/30/15 13:00,120.6925,120.79,120.385,120.727
10/30/15 17:00,120.727,120.766,120.606,120.6125
11/1/15 22:00,120.6125,120.6125,120.353,120.4465
11/2/15 2:00,120.4465,120.46,120.258,120.34
11/2/15 6:00,120.34,120.6955,120.3115,120.667
11/2/15 10:00,120.667,120.684,120.4975,120.5125
11/2/15 14:00,120.5125,120.7835,120.512,120.722
11/2/15 18:00,120.722,120.8135,120.668,120.755
11/2/15 22:00,120.755,120.8495,120.716,120.765
11/3/15 2:00,120.765,120.768,120.6375,120.6835
11/3/15 6:00,120.6835,120.8045,120.597,120.7675
11/3/15 10:00,120.7675,121.084,120.739,121.049
11/3/15 14:00,121.049,121.233,121.0075,121.05
11/3/15 18:00,121.05,121.196,120.9425,121.076
11/3/15 22:00,121.076,121.3815,121.0395,121.345
11/4/15 2:00,121.345,121.353,121.043,121.116
11/4/15 6:00,121.116,121.3445,121.004,121.335
11/4/15 10:00,121.335,121.413,121.1385,121.387
11/4/15 14:00,121.387,121.7195,121.237,121.569
11/4/15 18:00,121.569,121.657,121.518,121.551
11/4/15 22:00,121.551,121.6045,121.387,121.448
11/5/15 2:00,121.448,121.519,121.423,121.4695
11/5/15 6:00,121.4695,121.9075,121.4335,121.8985
11/5/15 10:00,121.8985,122,121.65,121.6815
11/5/15 14:00,121.6815,121.8085,121.522,121.7975
11/5/15 18:00,121.7975,121.8025,121.622,121.75
11/5/15 22:00,121.75,121.767,121.6415,121.678
11/6/15 2:00,121.678,121.8705,121.635,121.808
11/6/15 6:00,121.808,121.951,121.8055,121.914
11/6/15 10:00,121.914,123.049,121.8615,122.803
11/6/15 14:00,122.803,123.2705,122.691,123.186
11/6/15 18:00,123.186,123.2625,123.113,123.126
11/8/15 22:00,123.126,123.463,123.126,123.4605
11/9/15 2:00,123.4605,123.478,123.275,123.2825
11/9/15 6:00,123.2825,123.6025,123.2255,123.543
11/9/15 10:00,123.543,123.5505,123.34,123.522
11/9/15 14:00,123.522,123.569,122.9775,123.135
11/9/15 18:00,123.135,123.1925,122.9805,123.174
11/9/15 22:00,123.174,123.254,123.03,123.231
11/10/15 2:00,123.231,123.2415,123.114,123.207
11/10/15 6:00,123.207,123.388,123.118,123.142
11/10/15 10:00,123.142,123.398,123.1045,123.3085
11/10/15 14:00,123.3085,123.441,123.1275,123.136
11/10/15 18:00,123.136,123.2865,123.0535,123.165
11/10/15 22:00,123.165,123.2265,122.788,122.837
11/11/15 2:00,122.837,122.9585,122.7385,122.8905
11/11/15 6:00,122.8905,123.206,122.881,123.079
11/11/15 10:00,123.079,123.1815,122.983,122.988
11/11/15 14:00,122.988,123.055,122.8515,122.957
11/11/15 18:00,122.957,122.9595,122.8225,122.8575
11/11/15 22:00,122.8575,123.0365,122.7445,122.988
11/12/15 2:00,122.988,123.027,122.849,122.9085
11/12/15 6:00,122.9085,123.0735,122.872,123.03
11/12/15 10:00,123.03,123.06,122.898,123.0135
11/12/15 14:00,123.0135,123.0265,122.6295,122.771
11/12/15 18:00,122.771,122.87,122.5565,122.616
11/12/15 22:00,122.616,122.775,122.4985,122.7065
11/13/15 2:00,122.7065,122.7065,122.5445,122.665
11/13/15 6:00,122.665,122.7955,122.6525,122.7145
11/13/15 10:00,122.7145,122.785,122.43,122.759
11/13/15 14:00,122.759,122.9875,122.622,122.9035
11/13/15 18:00,122.9035,122.932,122.5795,122.6195
11/15/15 22:00,122.6195,122.6195,122.2265,122.536
11/16/15 2:00,122.536,122.536,122.4125,122.4235
11/16/15 6:00,122.4235,122.967,122.3865,122.928
11/16/15 10:00,122.928,123.1425,122.91,122.9345
11/16/15 14:00,122.9345,123.1865,122.915,123.184
11/16/15 18:00,123.184,123.2785,123.164,123.1785
11/16/15 22:00,123.1785,123.3465,123.1785,123.3395
11/17/15 2:00,123.3395,123.428,123.3155,123.39
11/17/15 6:00,123.39,123.428,123.186,123.2495
11/17/15 10:00,123.2495,123.397,123.1885,123.386
11/17/15 14:00,123.386,123.4885,123.2095,123.3985
11/17/15 18:00,123.3985,123.462,123.2655,123.4395
11/17/15 22:00,123.4395,123.4735,123.36,123.455
11/18/15 2:00,123.455,123.464,123.246,123.2505
11/18/15 6:00,123.2505,123.3425,123.221,123.2795
11/18/15 10:00,123.2795,123.5135,123.2545,123.443
11/18/15 14:00,123.443,123.608,123.354,123.5025
11/18/15 18:00,123.5025,123.76,123.3535,123.643
11/18/15 22:00,123.643,123.645,123.413,123.4435
11/19/15 2:00,123.4435,123.5235,123.0885,123.2805
11/19/15 6:00,123.2805,123.3775,123.1045,123.2135
11/19/15 10:00,123.2135,123.243,122.984,123.135
11/19/15 14:00,123.135,123.1905,122.623,122.8475
11/19/15 18:00,122.8475,122.8925,122.7495,122.8655
11/19/15 22:00,122.8655,123.0535,122.848,122.9675
11/20/15 2:00,122.9675,122.9875,122.799,122.799
11/20/15 6:00,122.799,123.038,122.744,122.759
11/20/15 10:00,122.759,122.9145,122.7325,122.801
11/20/15 14:00,122.801,122.9,122.726,122.81
11/20/15 18:00,122.81,122.9155,122.781,122.795
11/22/15 22:00,122.795,123.1465,122.795,123.107
11/23/15 2:00,123.107,123.2615,123.098,123.233
11/23/15 6:00,123.233,123.235,123.078,123.15
11/23/15 10:00,123.15,123.219,123.0035,123.0035
11/23/15 14:00,123.0035,123.0645,122.802,122.8985
11/23/15 18:00,122.8985,122.918,122.7835,122.8395
11/23/15 22:00,122.8395,122.962,122.6695,122.723
11/24/15 2:00,122.723,122.7995,122.6775,122.6835
11/24/15 6:00,122.6835,122.777,122.4045,122.566
11/24/15 10:00,122.566,122.6585,122.352,122.43
11/24/15 14:00,122.43,122.6385,122.3845,122.434
11/24/15 18:00,122.434,122.5755,122.312,122.532
11/24/15 22:00,122.532,122.5805,122.324,122.3825
11/25/15 2:00,122.3825,122.4765,122.2615,122.3745
11/25/15 6:00,122.3745,122.6495,122.257,122.566
11/25/15 10:00,122.566,122.8725,122.544,122.8645
11/25/15 14:00,122.8645,122.938,122.6175,122.673
11/25/15 18:00,122.673,122.764,122.608,122.7225
11/25/15 22:00,122.7225,122.7655,122.5975,122.658
11/26/15 2:00,122.658,122.6595,122.5515,122.568
11/26/15 6:00,122.568,122.6975,122.501,122.6165
11/26/15 10:00,122.6165,122.635,122.54,122.555
11/26/15 14:00,122.555,122.6185,122.5135,122.5845
11/26/15 18:00,122.5845,122.6605,122.566,122.5885
11/26/15 22:00,122.5885,122.725,122.578,122.6455
11/27/15 2:00,122.6455,122.646,122.529,122.538
11/27/15 6:00,122.538,122.6025,122.3045,122.59
11/27/15 10:00,122.59,122.692,122.566,122.687
11/27/15 14:00,122.687,122.8775,122.683,122.821
11/27/15 18:00,122.821,122.877,122.711,122.778
11/29/15 22:00,122.778,122.8475,122.738,122.7645
11/30/15 2:00,122.7645,122.777,122.689,122.754
11/30/15 6:00,122.754,123.1455,122.713,123.0795
11/30/15 10:00,123.0795,123.138,122.968,123.0585
11/30/15 14:00,123.0585,123.343,122.9945,123.146
11/30/15 18:00,123.146,123.17,123.0585,123.113
11/30/15 22:00,123.113,123.2735,123.052,123.1045
12/1/15 2:00,123.1045,123.108,122.64,122.9295
12/1/15 6:00,122.9295,123.143,122.84,123.0995
12/1/15 10:00,123.0995,123.197,123.0615,123.135
12/1/15 14:00,123.135,123.181,122.807,122.919
12/1/15 18:00,122.919,122.9195,122.768,122.8805
12/1/15 22:00,122.8805,122.9425,122.8295,122.9305
12/2/15 2:00,122.9305,123.088,122.928,123.078
12/2/15 6:00,123.078,123.206,123.014,123.1375
12/2/15 10:00,123.1375,123.3695,123.1,123.361
12/2/15 14:00,123.361,123.669,123.29,123.5175
12/2/15 18:00,123.5175,123.544,123.1065,123.243
12/2/15 22:00,123.243,123.3275,123.219,123.264
12/3/15 2:00,123.264,123.4575,123.2585,123.4255
12/3/15 6:00,123.4255,123.562,123.3765,123.4745
12/3/15 10:00,123.4745,123.4925,122.866,123.129
12/3/15 14:00,123.129,123.3935,122.667,122.7605
12/3/15 18:00,122.7605,122.7805,122.3,122.609
12/3/15 22:00,122.609,122.854,122.491,122.689
12/4/15 2:00,122.689,122.7295,122.478,122.602
12/4/15 6:00,122.602,122.823,122.568,122.7545
12/4/15 10:00,122.7545,123.373,122.724,122.883
12/4/15 14:00,122.883,123.2685,122.7585,123.1875
12/4/15 18:00,123.1875,123.291,123.0975,123.1185
12/6/15 22:00,123.1185,123.2465,123.1185,123.2455
12/7/15 2:00,123.2455,123.3275,123.2285,123.277
12/7/15 6:00,123.277,123.456,123.2465,123.4185
12/7/15 10:00,123.4185,123.4755,123.3365,123.429
12/7/15 14:00,123.429,123.448,123.2065,123.245
12/7/15 18:00,123.245,123.3865,123.2135,123.3695
12/7/15 22:00,123.3695,123.3935,123.1835,123.2
12/8/15 2:00,123.2,123.203,123.0565,123.0835
12/8/15 6:00,123.0835,123.139,122.998,123.0835
12/8/15 10:00,123.0835,123.193,122.813,122.8225
12/8/15 14:00,122.8225,123.014,122.721,122.9515
12/8/15 18:00,122.9515,123.09,122.86,122.93
12/8/15 22:00,122.93,123.046,122.8395,122.8825
12/9/15 2:00,122.8825,122.8825,122.637,122.7335
12/9/15 6:00,122.7335,122.838,122.6405,122.701
12/9/15 10:00,122.701,122.734,121.986,122.1025
12/9/15 14:00,122.1025,122.2655,121.39,121.3985
12/9/15 18:00,121.3985,121.5015,121.0765,121.4385
12/9/15 22:00,121.4385,121.7465,121.2785,121.549
12/10/15 2:00,121.549,121.704,121.465,121.6645
12/10/15 6:00,121.6645,121.8695,121.607,121.7505
12/10/15 10:00,121.7505,121.792,121.249,121.3045
12/10/15 14:00,121.3045,121.6225,121.3045,121.453
12/10/15 18:00,121.453,121.6645,121.3875,121.564
12/10/15 22:00,121.564,122.156,121.564,122.097
12/11/15 2:00,122.097,122.2325,121.9945,122.064
12/11/15 6:00,122.064,122.067,121.829,121.9395
12/11/15 10:00,121.9395,121.94,121.297,121.519
12/11/15 14:00,121.519,121.519,120.5825,120.812
12/11/15 18:00,120.812,121.018,120.655,121.008
12/13/15 22:00,121.008,121.176,120.6355,120.959
12/14/15 2:00,120.959,121.2045,120.912,121.1835
12/14/15 6:00,121.1835,121.354,121.0465,121.1135
12/14/15 10:00,121.1135,121.2395,120.643,120.841
12/14/15 14:00,120.841,120.9235,120.346,120.706
12/14/15 18:00,120.706,121.041,120.654,121.0385
12/14/15 22:00,121.0385,121.1825,120.8955,120.9655
12/15/15 2:00,120.9655,121.097,120.791,120.8205
12/15/15 6:00,120.8205,121.002,120.577,120.9595
12/15/15 10:00,120.9595,121.2735,120.9355,121.253
12/15/15 14:00,121.253,121.7585,121.208,121.7575
12/15/15 18:00,121.7575,121.795,121.6405,121.6765
12/15/15 22:00,121.6765,121.899,121.5915,121.7285
12/16/15 2:00,121.7285,121.9445,121.635,121.838
12/16/15 6:00,121.838,122.108,121.8015,121.9625
12/16/15 10:00,121.9625,122.0645,121.734,121.892
12/16/15 14:00,121.892,121.9305,121.767,121.8455
12/16/15 18:00,121.8455,122.4305,121.3845,122.2075
12/16/15 22:00,122.2075,122.5985,122.1985,122.57
12/17/15 2:00,122.57,122.641,122.406,122.458
12/17/15 6:00,122.458,122.491,122.223,122.43
12/17/15 10:00,122.43,122.5875,122.299,122.556
12/17/15 14:00,122.556,122.804,122.52,122.632
12/17/15 18:00,122.632,122.8755,122.547,122.556
12/17/15 22:00,122.556,122.606,122.422,122.4945
12/18/15 2:00,122.4945,123.566,121.8305,121.888
12/18/15 6:00,121.888,122.1185,121.059,121.4355
12/18/15 10:00,121.4355,121.6265,121.0605,121.496
12/18/15 14:00,121.496,121.7585,121.1855,121.4185
12/18/15 18:00,121.4185,121.454,121.139,121.163
12/20/15 22:00,121.163,121.3885,121.03,121.159
12/21/15 2:00,121.159,121.503,121.111,121.394
12/21/15 6:00,121.394,121.507,121.2505,121.4335
12/21/15 10:00,121.4335,121.435,121.183,121.21
12/21/15 14:00,121.21,121.321,120.84,121.1315
12/21/15 18:00,121.1315,121.222,121.0045,121.1835
12/21/15 22:00,121.1835,121.31,121.083,121.19
12/22/15 2:00,121.19,121.306,121.1885,121.2105
12/22/15 6:00,121.2105,121.273,120.844,120.9885
12/22/15 10:00,120.9885,121.076,120.8595,120.994
12/22/15 14:00,120.994,121.0705,120.7245,120.998
12/22/15 18:00,120.998,121.1055,120.9825,121.0665
12/22/15 22:00,121.0665,121.1385,120.954,121.0055
12/23/15 2:00,121.0055,121.0515,120.9785,121.018
12/23/15 6:00,121.018,121.0505,120.9065,120.9895
12/23/15 10:00,120.9895,120.9925,120.8275,120.894
12/23/15 14:00,120.894,121.0165,120.8615,120.9135
12/23/15 18:00,120.9135,120.9355,120.814,120.9185
12/23/15 22:00,120.9185,120.985,120.823,120.873
12/24/15 2:00,120.873,120.873,120.513,120.5315
12/24/15 6:00,120.5315,120.649,120.27,120.3705
12/24/15 10:00,120.3705,120.4965,120.251,120.354
12/24/15 14:00,120.354,120.4155,120.26,120.3
12/24/15 18:00,120.3,120.301,120.275,120.283
12/27/15 22:00,120.283,120.547,120.167,120.452
12/28/15 2:00,120.452,120.519,120.351,120.4115
12/28/15 6:00,120.4115,120.632,120.4075,120.518
12/28/15 10:00,120.518,120.566,120.378,120.427
12/28/15 14:00,120.427,120.457,120.2045,120.3465
12/28/15 18:00,120.3465,120.413,120.3175,120.393
12/28/15 22:00,120.393,120.427,120.24,120.3415
12/29/15 2:00,120.3415,120.383,120.253,120.319
12/29/15 6:00,120.319,120.497,120.295,120.449
12/29/15 10:00,120.449,120.473,120.3545,120.4545
12/29/15 14:00,120.4545,120.5085,120.3815,120.4205
12/29/15 18:00,120.4205,120.4985,120.34,120.4605
12/29/15 22:00,120.4605,120.5805,120.4365,120.5265
12/30/15 2:00,120.5265,120.543,120.355,120.378
12/30/15 6:00,120.378,120.4985,120.355,120.484
12/30/15 10:00,120.484,120.627,120.4085,120.5755
12/30/15 14:00,120.5755,120.6345,120.511,120.6125
12/30/15 18:00,120.6125,120.656,120.4795,120.532
12/30/15 22:00,120.532,120.5805,120.4145,120.443
12/31/15 2:00,120.443,120.474,120.38,120.4005
12/31/15 6:00,120.4005,120.4425,120.331,120.3725
12/31/15 10:00,120.3725,120.445,120.333,120.3755
12/31/15 14:00,120.3755,120.4055,120.003,120.195
12/31/15 18:00,120.195,120.256,120.1495,120.2065
1/3/16 22:00,120.2065,120.464,120.009,120.0295
1/4/16 2:00,120.0295,120.0445,119.2395,119.381
1/4/16 6:00,119.381,119.472,118.705,118.875
1/4/16 10:00,118.875,119.361,118.719,119.258
1/4/16 14:00,119.258,119.4345,119.0085,119.412
1/4/16 18:00,119.412,119.503,119.2845,119.4405
1/4/16 22:00,119.4405,119.6075,119.1,119.587
1/5/16 2:00,119.587,119.703,119.338,119.423
1/5/16 6:00,119.423,119.5795,118.9595,119.051
1/5/16 10:00,119.051,119.1665,118.7945,119.1455
1/5/16 14:00,119.1455,119.2755,118.841,118.991
1/5/16 18:00,118.991,119.0705,118.859,119.0605
1/5/16 22:00,119.0605,119.1725,118.356,118.569
1/6/16 2:00,118.569,118.8195,118.383,118.753
1/6/16 6:00,118.753,118.799,118.4105,118.4775
1/6/16 10:00,118.4775,118.72,118.2505,118.72
1/6/16 14:00,118.72,118.77,118.513,118.611
1/6/16 18:00,118.611,118.695,118.354,118.4755
1/6/16 22:00,118.4755,118.7565,117.665,117.8855
1/7/16 2:00,117.8855,118.239,117.825,118.0125
1/7/16 6:00,118.0125,118.195,117.33,117.542
1/7/16 10:00,117.542,117.8355,117.434,117.8315
1/7/16 14:00,117.8315,118.279,117.773,117.9665
1/7/16 18:00,117.9665,117.969,117.445,117.67
1/7/16 22:00,117.67,118.601,117.469,118.271
1/8/16 2:00,118.271,118.421,118.1435,118.3155
1/8/16 6:00,118.3155,118.5625,118.1675,118.295
1/8/16 10:00,118.295,118.852,118.1995,118.2735
1/8/16 14:00,118.2735,118.3345,117.4485,117.803
1/8/16 18:00,117.803,117.8515,117.227,117.238
1/10/16 22:00,117.238,117.4485,116.6995,117.219
1/11/16 2:00,117.219,117.447,117.1665,117.324
1/11/16 6:00,117.324,117.9275,117.1,117.849
1/11/16 10:00,117.849,118.025,117.5355,117.905
1/11/16 14:00,117.905,117.975,117.257,117.373
1/11/16 18:00,117.373,117.787,117.193,117.761
1/11/16 22:00,117.761,118.034,117.5375,117.7925
1/12/16 2:00,117.7925,117.7965,117.415,117.5365
1/12/16 6:00,117.5365,117.78,117.227,117.735
1/12/16 10:00,117.735,117.9835,117.6645,117.7735
1/12/16 14:00,117.7735,118.075,117.619,117.699
1/12/16 18:00,117.699,117.79,117.3825,117.643
1/12/16 22:00,117.643,118.1755,117.643,118.0565
1/13/16 2:00,118.0565,118.358,118.0555,118.285
1/13/16 6:00,118.285,118.3795,118.0195,118.265
1/13/16 10:00,118.265,118.3355,118.046,118.1715
1/13/16 14:00,118.1715,118.354,117.992,118.0615
1/13/16 18:00,118.0615,118.1195,117.6415,117.6655
1/13/16 22:00,117.6655,117.68,117.3025,117.5095
1/14/16 2:00,117.5095,117.7025,117.2945,117.637
1/14/16 6:00,117.637,118.182,117.6,117.895
1/14/16 10:00,117.895,117.931,117.5285,117.749
1/14/16 14:00,117.749,118.2355,117.4385,118.1
