xauusd_time,open,high,low,close,range
2015-10-22 13:00:00,95.096,96.08,95.026,96.044,1.054000000000002
2015-10-22 17:00:00,96.042,96.378,95.999,96.378,0.3790000000000049
2015-10-22 21:00:00,96.377,96.537,96.31,96.404,0.22700000000000387
2015-10-23 01:00:00,96.404,96.595,96.291,96.294,0.30400000000000205
2015-10-23 05:00:00,96.3,96.364,96.231,96.297,0.13300000000000978
2015-10-23 09:00:00,96.3,96.456,96.148,96.446,0.30800000000000693
2015-10-23 13:00:00,96.45,97.02,96.344,96.901,0.6760000000000019
2015-10-23 17:00:00,96.888,97.16,96.872,97.127,0.2879999999999967
2015-10-25 21:00:00,97.122,97.131,96.94,97.014,0.1910000000000025
2015-10-26 01:00:00,97.006,97.044,96.851,96.882,0.19299999999999784
2015-10-26 05:00:00,96.885,96.947,96.75,96.83,0.19700000000000273
2015-10-26 09:00:00,96.834,97.022,96.799,97.001,0.22299999999999898
2015-10-26 13:00:00,97.002,97.079,96.727,96.771,0.35199999999998965
2015-10-26 17:00:00,96.774,96.888,96.679,96.776,0.20900000000000318
2015-10-26 21:00:00,96.799,96.835,96.756,96.818,0.07899999999999352
2015-10-27 01:00:00,96.807,96.835,96.667,96.685,0.16799999999999216
2015-10-27 05:00:00,96.696,96.779,96.665,96.731,0.11399999999999011
2015-10-27 09:00:00,96.736,96.884,96.638,96.751,0.2459999999999951
2015-10-27 13:00:00,96.755,96.969,96.583,96.864,0.3859999999999957
2015-10-27 17:00:00,96.874,96.959,96.787,96.906,0.17199999999999704
2015-10-27 21:00:00,96.913,96.967,96.844,96.905,0.12300000000000466
2015-10-28 01:00:00,96.961,97.019,96.921,96.966,0.09799999999999898
2015-10-28 05:00:00,96.977,97.012,96.891,96.925,0.12099999999999511
2015-10-28 09:00:00,96.922,96.946,96.731,96.743,0.2150000000000034
2015-10-28 13:00:00,96.744,96.803,96.582,96.619,0.22100000000000364
2015-10-28 17:00:00,96.628,97.818,96.466,97.782,1.3520000000000039
2015-10-28 21:00:00,97.798,97.798,97.56,97.622,0.23799999999999955
2015-10-29 01:00:00,97.615,97.689,97.523,97.548,0.16599999999999682
2015-10-29 05:00:00,97.553,97.625,97.491,97.542,0.13400000000000034
2015-10-29 09:00:00,97.536,97.657,97.29,97.33,0.3669999999999902
2015-10-29 13:00:00,97.324,97.638,97.262,97.366,0.3760000000000048
2015-10-29 17:00:00,97.361,97.433,97.242,97.282,0.1910000000000025
2015-10-29 21:00:00,97.28,97.313,97.19,97.215,0.12300000000000466
2015-10-30 01:00:00,97.2,97.278,97.134,97.187,0.14400000000000546
2015-10-30 05:00:00,97.183,97.353,96.961,97.109,0.3919999999999959
2015-10-30 09:00:00,97.119,97.196,96.913,97.007,0.28300000000000125
2015-10-30 13:00:00,97.006,97.106,96.614,96.728,0.4919999999999902
2015-10-30 17:00:00,96.723,96.953,96.577,96.946,0.3760000000000048
2015-11-01 22:00:00,96.721,96.844,96.714,96.742,0.12999999999999545
2015-11-02 02:00:00,96.743,96.794,96.715,96.731,0.07899999999999352
2015-11-02 06:00:00,96.728,96.902,96.658,96.886,0.24399999999999977
2015-11-02 10:00:00,96.914,96.937,96.635,96.637,0.3019999999999925
2015-11-02 14:00:00,96.639,96.903,96.639,96.86,0.26400000000001
2015-11-02 18:00:00,96.861,96.965,96.805,96.902,0.1599999999999966
2015-11-02 22:00:00,96.894,96.93,96.879,96.912,0.05100000000000193
2015-11-03 02:00:00,96.897,96.955,96.87,96.877,0.08499999999999375
2015-11-03 06:00:00,96.876,96.888,96.77,96.824,0.11800000000000921
2015-11-03 10:00:00,96.818,97.191,96.805,97.19,0.3859999999999957
2015-11-03 14:00:00,97.199,97.483,97.133,97.315,0.3500000000000085
2015-11-03 18:00:00,97.323,97.392,97.143,97.158,0.24899999999999523
2015-11-03 22:00:00,97.162,97.248,97.15,97.182,0.09799999999999898
2015-11-04 02:00:00,97.195,97.368,97.174,97.247,0.1939999999999884
2015-11-04 06:00:00,97.244,97.411,97.223,97.317,0.1880000000000024
2015-11-04 10:00:00,97.323,97.492,97.323,97.399,0.16900000000001114
2015-11-04 14:00:00,97.391,98.037,97.327,97.925,0.710000000000008
2015-11-04 18:00:00,97.933,98.054,97.871,97.95,0.18300000000000693
2015-11-04 22:00:00,97.952,97.974,97.843,97.888,0.13100000000000023
2015-11-05 02:00:00,97.93,97.95,97.823,97.838,0.12700000000000955
2015-11-05 06:00:00,97.84,98.135,97.824,98.127,0.31100000000000705
2015-11-05 10:00:00,98.124,98.124,97.751,97.913,0.37299999999999045
2015-11-05 14:00:00,97.914,98.092,97.843,98.019,0.24899999999999523
2015-11-05 18:00:00,98.034,98.104,97.918,97.936,0.18599999999999284
2015-11-05 22:00:00,97.947,98.027,97.919,97.986,0.10800000000000409
2015-11-06 02:00:00,97.941,97.988,97.893,97.937,0.09499999999999886
2015-11-06 06:00:00,97.942,98.138,97.93,98.053,0.2079999999999984
2015-11-06 10:00:00,98.057,98.165,97.985,98.091,0.18000000000000682
2015-11-06 14:00:00,98.092,99.345,98.078,99.158,1.266999999999996
2015-11-06 18:00:00,99.152,99.325,99.085,99.168,0.2400000000000091
2015-11-08 22:00:00,99.241,99.317,99.135,99.144,0.18199999999998795
2015-11-09 02:00:00,99.145,99.152,98.986,99.0,0.16599999999999682
2015-11-09 06:00:00,99.006,99.104,98.937,99.015,0.1670000000000016
2015-11-09 10:00:00,99.004,99.184,98.833,99.141,0.3509999999999991
2015-11-09 14:00:00,99.153,99.246,98.818,98.975,0.42799999999999727
2015-11-09 18:00:00,98.98,99.077,98.896,99.025,0.18099999999999739
2015-11-09 22:00:00,99.026,99.062,98.967,98.994,0.09499999999999886
2015-11-10 02:00:00,99.003,99.064,98.951,99.024,0.11299999999999955
2015-11-10 06:00:00,99.026,99.12,98.977,98.999,0.14300000000000068
2015-11-10 10:00:00,98.994,99.195,98.971,99.151,0.22399999999998954
2015-11-10 14:00:00,99.153,99.504,99.049,99.367,0.4549999999999983
2015-11-10 18:00:00,99.374,99.437,99.157,99.293,0.28000000000000114
2015-11-10 22:00:00,99.3,99.325,99.128,99.205,0.19700000000000273
2015-11-11 02:00:00,99.091,99.121,98.778,98.795,0.3429999999999893
2015-11-11 06:00:00,98.8,99.07,98.794,98.94,0.27599999999999625
2015-11-11 10:00:00,98.943,99.201,98.911,99.171,0.28999999999999204
2015-11-11 14:00:00,99.174,99.238,98.895,99.047,0.3430000000000035
2015-11-11 18:00:00,99.057,99.1,98.925,98.956,0.17499999999999716
2015-11-11 22:00:00,98.963,98.996,98.817,98.846,0.17900000000000205
2015-11-12 02:00:00,98.826,98.868,98.681,98.814,0.1869999999999976
2015-11-12 06:00:00,98.817,98.964,98.796,98.954,0.16799999999999216
2015-11-12 10:00:00,98.961,99.288,98.919,99.141,0.3689999999999998
2015-11-12 14:00:00,99.145,99.198,98.537,98.913,0.6609999999999872
2015-11-12 18:00:00,98.914,98.967,98.591,98.649,0.3760000000000048
2015-11-12 22:00:00,98.631,98.682,98.432,98.56,0.25
2015-11-13 02:00:00,98.572,98.711,98.533,98.647,0.17799999999999727
2015-11-13 06:00:00,98.648,98.816,98.626,98.735,0.18999999999999773
2015-11-13 10:00:00,98.742,98.905,98.535,98.656,0.37000000000000455
2015-11-13 14:00:00,98.655,99.156,98.592,99.105,0.5640000000000072
2015-11-13 18:00:00,99.124,99.214,98.994,98.998,0.21999999999999886
2015-11-15 22:00:00,98.923,99.234,98.918,99.15,0.3159999999999883
2015-11-16 02:00:00,99.149,99.152,99.038,99.047,0.11400000000000432
2015-11-16 06:00:00,99.046,99.154,98.868,99.082,0.28600000000000136
2015-11-16 10:00:00,99.092,99.191,98.989,99.114,0.20199999999999818
2015-11-16 14:00:00,99.106,99.343,99.106,99.327,0.23700000000000898
2015-11-16 18:00:00,99.326,99.46,99.293,99.377,0.16699999999998738
2015-11-16 22:00:00,99.392,99.433,99.34,99.385,0.09300000000000352
2015-11-17 02:00:00,99.396,99.599,99.358,99.574,0.24099999999999966
2015-11-17 06:00:00,99.576,99.648,99.51,99.581,0.13799999999999102
2015-11-17 10:00:00,99.58,99.681,99.409,99.54,0.27199999999999136
2015-11-17 14:00:00,99.535,99.661,99.421,99.607,0.23999999999999488
2015-11-17 18:00:00,99.614,99.745,99.567,99.631,0.17800000000001148
2015-11-17 22:00:00,99.627,99.678,99.579,99.666,0.09900000000000375
2015-11-18 02:00:00,99.657,99.756,99.622,99.724,0.13400000000000034
2015-11-18 06:00:00,99.726,99.734,99.562,99.598,0.17199999999999704
2015-11-18 10:00:00,99.592,99.608,99.311,99.517,0.29699999999999704
2015-11-18 14:00:00,99.519,99.686,99.456,99.672,0.23000000000000398
2015-11-18 18:00:00,99.673,99.853,99.47,99.652,0.38299999999999557
2015-11-18 22:00:00,99.655,99.674,99.519,99.548,0.15500000000000114
2015-11-19 02:00:00,99.42,99.452,99.13,99.187,0.32200000000000273
2015-11-19 06:00:00,99.189,99.395,99.12,99.395,0.2749999999999915
2015-11-19 10:00:00,99.4,99.409,99.102,99.147,0.30700000000000216
2015-11-19 14:00:00,99.145,99.429,98.938,98.957,0.49099999999999966
2015-11-19 18:00:00,98.951,99.098,98.735,98.989,0.36299999999999955
2015-11-19 22:00:00,98.999,99.046,98.923,99.0,0.12300000000000466
2015-11-20 02:00:00,99.109,99.129,99.009,99.098,0.12000000000000455
2015-11-20 06:00:00,99.095,99.305,98.999,99.295,0.3060000000000116
2015-11-20 10:00:00,99.287,99.44,99.108,99.311,0.33199999999999363
2015-11-20 14:00:00,99.316,99.456,99.13,99.456,0.3260000000000076
2015-11-20 18:00:00,99.464,99.631,99.394,99.565,0.23699999999999477
2015-11-22 22:00:00,99.633,99.906,99.612,99.867,0.29400000000001114
2015-11-23 02:00:00,99.865,99.977,99.846,99.886,0.13100000000000023
2015-11-23 06:00:00,99.89,99.939,99.711,99.776,0.22799999999999443
2015-11-23 10:00:00,99.78,99.914,99.665,99.665,0.24899999999999523
2015-11-23 14:00:00,99.657,100.0,99.531,99.815,0.4689999999999941
2015-11-23 18:00:00,99.812,99.888,99.709,99.724,0.17900000000000205
2015-11-23 22:00:00,99.726,99.763,99.701,99.756,0.06200000000001182
2015-11-24 02:00:00,99.672,99.769,99.62,99.707,0.1490000000000009
2015-11-24 06:00:00,99.712,99.785,99.617,99.654,0.16799999999999216
2015-11-24 10:00:00,99.647,99.711,99.466,99.649,0.24500000000000455
2015-11-24 14:00:00,99.654,99.776,99.48,99.676,0.29599999999999227
2015-11-24 18:00:00,99.68,99.717,99.477,99.527,0.23999999999999488
2015-11-24 22:00:00,99.532,99.676,99.522,99.605,0.15399999999999636
2015-11-25 02:00:00,99.554,99.598,99.353,99.413,0.24500000000000455
2015-11-25 06:00:00,99.407,99.557,99.312,99.374,0.24500000000000455
2015-11-25 10:00:00,99.376,100.07,99.336,100.0,0.7339999999999947
2015-11-25 14:00:00,100.01,100.17,99.895,99.957,0.2750000000000057
2015-11-25 18:00:00,99.965,99.972,99.644,99.795,0.32799999999998875
2015-11-25 22:00:00,99.801,99.816,99.692,99.758,0.12400000000000944
2015-11-26 22:00:00,99.86,99.909,99.808,99.861,0.10099999999999909
2015-11-27 02:00:00,99.86,99.909,99.808,99.861,0.10099999999999909
2015-11-27 06:00:00,99.858,99.876,99.656,99.76,0.21999999999999886
2015-11-27 10:00:00,99.757,100.15,99.712,100.09,0.4380000000000024
2015-11-27 14:00:00,100.08,100.2,100.02,100.03,0.18000000000000682
2015-11-27 18:00:00,100.04,100.1,99.98,100.08,0.11999999999999034
2015-11-29 22:00:00,100.08,100.23,100.06,100.17,0.1700000000000017
2015-11-30 02:00:00,100.16,100.19,100.08,100.13,0.10999999999999943
2015-11-30 06:00:00,100.12,100.31,100.05,100.2,0.2600000000000051
2015-11-30 10:00:00,100.21,100.3,100.12,100.2,0.1799999999999926
2015-11-30 14:00:00,100.19,100.28,100.09,100.27,0.18999999999999773
2015-11-30 18:00:00,100.26,100.27,100.14,100.21,0.12999999999999545
2015-11-30 22:00:00,100.23,100.24,100.14,100.2,0.09999999999999432
2015-12-01 02:00:00,100.25,100.25,99.953,100.07,0.29699999999999704
2015-12-01 06:00:00,100.08,100.14,99.981,100.03,0.15900000000000603
2015-12-01 10:00:00,100.02,100.08,99.812,99.991,0.2680000000000007
2015-12-01 14:00:00,99.999,100.04,99.719,99.967,0.32100000000001216
2015-12-01 18:00:00,99.964,99.982,99.768,99.795,0.21399999999999864
2015-12-01 22:00:00,99.8,99.854,99.734,99.844,0.12000000000000455
2015-12-02 02:00:00,99.832,99.93,99.812,99.897,0.11800000000000921
2015-12-02 06:00:00,99.902,99.993,99.847,99.85,0.1460000000000008
2015-12-02 10:00:00,99.855,100.15,99.803,100.06,0.3470000000000084
2015-12-02 14:00:00,100.07,100.37,100.03,100.33,0.3400000000000034
2015-12-02 18:00:00,100.32,100.51,99.919,99.993,0.5910000000000082
2015-12-02 22:00:00,99.987,100.05,99.926,100.02,0.12399999999999523
2015-12-03 02:00:00,100.02,100.16,100.0,100.15,0.1599999999999966
2015-12-03 06:00:00,100.16,100.21,100.09,100.16,0.11999999999999034
2015-12-03 10:00:00,100.18,100.41,100.16,100.41,0.25
2015-12-03 14:00:00,100.42,100.47,98.282,98.585,2.1880000000000024
2015-12-03 18:00:00,98.574,98.574,97.621,97.621,0.953000000000003
2015-12-03 22:00:00,97.594,97.973,97.591,97.918,0.382000000000005
2015-12-04 02:00:00,97.818,98.141,97.794,97.926,0.3470000000000084
2015-12-04 06:00:00,97.942,98.346,97.827,98.33,0.5190000000000055
2015-12-04 10:00:00,98.338,98.403,98.152,98.221,0.2510000000000048
2015-12-04 14:00:00,98.231,98.465,97.813,98.256,0.652000000000001
2015-12-04 18:00:00,98.268,98.609,98.191,98.354,0.41799999999999216
2015-12-06 22:00:00,98.337,98.414,98.256,98.383,0.15800000000000125
2015-12-07 02:00:00,98.381,98.48,98.376,98.437,0.1039999999999992
2015-12-07 06:00:00,98.438,98.803,98.364,98.754,0.43899999999999295
2015-12-07 10:00:00,98.759,98.903,98.688,98.792,0.2150000000000034
2015-12-07 14:00:00,98.796,98.873,98.557,98.62,0.3160000000000025
2015-12-07 18:00:00,98.627,98.759,98.576,98.705,0.18300000000000693
2015-12-07 22:00:00,98.717,98.759,98.686,98.753,0.07299999999999329
2015-12-08 02:00:00,98.73,98.763,98.562,98.628,0.20100000000000762
2015-12-08 06:00:00,98.624,98.683,98.502,98.509,0.1810000000000116
2015-12-08 10:00:00,98.516,98.74,98.429,98.619,0.31099999999999284
2015-12-08 14:00:00,98.61,98.645,98.365,98.546,0.28000000000000114
2015-12-08 18:00:00,98.543,98.576,98.367,98.474,0.20899999999998897
2015-12-08 22:00:00,98.478,98.486,98.332,98.404,0.15400000000001057
2015-12-09 02:00:00,98.442,98.521,98.263,98.326,0.25799999999999557
2015-12-09 06:00:00,98.328,98.352,98.158,98.239,0.19400000000000261
2015-12-09 10:00:00,98.247,98.297,98.03,98.136,0.2669999999999959
2015-12-09 14:00:00,98.134,98.138,97.622,97.762,0.5160000000000053
2015-12-09 18:00:00,97.773,97.804,97.223,97.345,0.5810000000000031
2015-12-09 22:00:00,97.352,97.429,97.311,97.391,0.117999999999995
2015-12-10 02:00:00,97.409,97.477,97.36,97.473,0.11700000000000443
2015-12-10 06:00:00,97.468,97.603,97.442,97.533,0.16100000000000136
2015-12-10 10:00:00,97.535,97.9,97.501,97.752,0.3990000000000009
2015-12-10 14:00:00,97.769,97.973,97.655,97.909,0.31799999999999784
2015-12-10 18:00:00,97.907,97.988,97.789,97.939,0.19899999999999807
2015-12-10 22:00:00,97.948,97.973,97.884,97.931,0.08899999999999864
2015-12-11 02:00:00,97.975,98.095,97.959,98.04,0.13599999999999568
2015-12-11 06:00:00,98.041,98.073,97.865,97.911,0.2079999999999984
2015-12-11 10:00:00,97.909,98.023,97.721,97.754,0.3019999999999925
2015-12-11 14:00:00,97.755,97.974,97.329,97.547,0.6450000000000102
2015-12-11 18:00:00,97.545,97.717,97.436,97.565,0.2809999999999917
2015-12-13 22:00:00,97.628,97.763,97.584,97.732,0.17900000000000205
2015-12-14 02:00:00,97.735,97.851,97.702,97.782,0.1490000000000009
